"caso","tr_mite","fecha_de_radicaci_n","a_o_de_radicaci_n","mes_de_radicaci_n","catastro","municipio","direcci_n","regi_n","status","adjudicado_o_pendiente","fecha_de_adjudicaci_n","siglas","x","y","radicado_por_pa","nombre_del_proyecto","publico_o_privado","rural_o_urbano","due_o_del_proyecto","location_1","lat","lon"
"2014-306321-PUS-09675","Permiso de Uso Certificado","2014-12-04T12:00:00.000","2014","2014.12","396-000-005-30","Guayama","Carr #15, Km 6.6, Palmas Altas, Palmas, Guayama","Humacao","Expedido","Adjudicado","2014-12-07T00:00:00.000","PUS-CERT","231922.53042928001","221255.505352509","Si","Antojitos Criollos","Privado","Rural","DORISMAR RIVERA ","(18.0251388549804, -66.1318664550781)","18.025138854980401","-66.131866455078097"
"2014-306023-PUS-09674","Permiso de Uso Certificado","2014-12-04T11:46:00.000","2014","2014.12","111-099-133-43","Toa Alta","Carr.Pr-824, Km.6.5, Urb.Reparto Monte Claro, Quebrada Cruz, Toa Alta","Central","Expedido","Adjudicado","2015-01-07T00:00:00.000","PUS-CERT","218770.37575722","256311.270334439","Si","Cancha Urb.Reparto Monte Claro","Público","Rural","CLEMENTE AGOSTO ","(18.34202003479, -66.2557525634765)","18.34202003479","-66.255752563476506"
"2014-306016-PUS-09673","Permiso de Uso Certificado","2014-12-04T11:14:00.000","2014","2014.12","083-070-056-29","Toa Alta","Calle 3 , Area Recreativa, Urb.Town Hills, Contorno, Toa Alta","Central","Pre-aprobado","Pendiente",,"PUS-CERT","218797.80793288001","260907.53377533","Si","Cancha y Area Recreativa Urb.Town Hills","Público","Rural","CLEMENTE AGOSTO ","(18.383544921875, -66.2554473876953)","18.383544921875","-66.255447387695298"
"2014-306322-PUS-09672","Permiso de Uso Certificado","2014-12-04T10:44:00.000","2014","2014.12","421-000-001-30","Arroyo","753, ., Placita Bda. Marín, Pitahaya, Arroyo","Humacao","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","240194.32148407001","217607.41667988","No","3 KIOSCOS CON VENTA BEBIDAS ALCOHÓLICAS AL DETAL","Privado","Rural","MARENA DÍAZ ","(17.9920406341552, -66.0538177490234)","17.992040634155199","-66.053817749023395"
"2012-033202-PUS-09671","Permiso de Uso Certificado","2014-12-04T10:33:00.000","2014","2014.12","311-085-048-01","Sabana Grande","Carr. 363, Km. 1.1 Int., Santana, Santana, Sabana Grande","Aguadilla","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","143101.13322705001","229208.465262479","No","Construccion de Residencia de Miguel Gonzalez","Privado","Rural","MIGUEL GONZALEZ ","(18.0964775085449, -66.9708938598632)","18.096477508544901","-66.970893859863196"
"2014-277682-PUS-09670","Permiso de Uso Certificado","2014-12-04T10:25:00.000","2014","2014.12","111-016-401-39","Toa Alta","823, Km. 2.6 Int., C-5, Urb. Sunflower Valley, Quebrada Arenas, Toa Alta","Central","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","216284.3663807","259123.4013309","No","Sunflower Valley - C-4 y C-5","Privado","Rural","EDUARDO PEREZ ","(18.367446899414, -66.2792434692382)","18.367446899413999","-66.279243469238196"
"2014-306315-PUS-09669","Permiso de Uso Certificado","2014-12-04T10:05:00.000","2014","2014.12","200-075-023-01","Gurabo","., ., Plaza De Los Proceres, Barrio Pueblo, Gurabo","Humacao","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","248745.41579589","246795.19734293901","No","KIOSKO CON VENTA DE BEBIDAS ALCOHOLICAS AL DETAL","Privado","Urbano","ISMAEL RAMOS ","(18.2555713653564, -65.9723892211914)","18.255571365356399","-65.972389221191406"
"2014-306313-PUS-09668","Permiso de Uso Certificado","2014-12-04T09:57:00.000","2014","2014.12","033-034-012-01","Barceloneta","Plaza Pública De Barceloneta, ., ., Barrio Pueblo, Barceloneta","Arecibo","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","188865.724343229","268789.792050099","No","Un (1) Kiosco con Venta Bebidas Alcohólicas ","Privado","Urbano","GLORIA CANCEL ","(18.45481300354, -66.5387420654296)","18.45481300354","-66.538742065429602"
"2014-299700-PUS-09667","Permiso de Uso Certificado","2014-12-04T09:34:00.000","2014","2014.12","088-023-079-16","Carolina","Ave 65th Infanteria, 3418, ., San Antón, Carolina","Central","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","247458.23179074001","262387.84448422899","Si","REMODELACION BEAUTIFUL BALLOONS","Privado","Urbano","NILDA MERCEDES ","(18.3964767456054, -65.9841995239257)","18.396476745605401","-65.984199523925696"
"2014-306309-PUS-09666","Permiso de Uso Certificado","2014-12-04T09:17:00.000","2014","2014.12","358-043-128-05","Lajas","Carr 117, 1.2, Sect.Santa Rosa, Lajas Arriba, Lajas","Aguadilla","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","135337.42710231","223724.46139867001","No","PIZZERIA (CAMBIO DE DUENO)","Privado","Rural","MARANGELY MORALES ","(18.0467090606689, -67.0440673828125)","18.046709060668899","-67.0440673828125"
"2014-306303-PUS-09665","Permiso de Uso Completo","2014-12-04T08:49:00.000","2014","2014.12","028-043-005-15","Camuy","Carr. 486, Km. 2.4 Int., Parc. Espiet, Zanja, Camuy","Arecibo","Expedido","Adjudicado","2015-01-15T00:00:00.000","PUS-CONV","155177.61571852001","268449.95789098","No","VENTA DE PIEZAS Y ACCESORIOS PARA MOTORAS, SCOOTER","Privado","Rural","LUIS ACEVEDO ","(18.451301574707, -66.8576583862304)","18.451301574706999","-66.857658386230398"
"2014-306304-PUS-09664","Permiso de Uso Certificado","2014-12-04T08:44:00.000","2014","2014.12","376-040-077-01","Yabucoa","., ., Plaza Santos Angeles Custodio, Barrio Pueblo, Yabucoa","Humacao","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","259034.259975469","223870.28270924001","No","1 KIOSCO CON VENTA DE BEBIDAS ALCOHÓLICAS AL DETAL","Privado","Urbano","EMMANUEL  REYES RIVERA","(18.048189163208, -65.8757553100585)","18.048189163208001","-65.875755310058494"
"2014-241562-PUS-09663","Permiso de Uso Certificado","2014-12-04T08:02:00.000","2014","2014.12","300-063-498-09","Cayey",". Carr. 1 Calle Hucar, Km 52.9 Int, Estancias De Beatriz, Beatriz, Cayey","Humacao","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","234308.90679296001","233439.98359975","No","CONSTRUCCION DE VIVIENDA","Privado","Rural","RAFAEL POLANCO ","(18.1351890563964, -66.1091232299804)","18.135189056396399","-66.109123229980398"
"2014-306135-PUS-09662","Permiso de Uso Certificado","2014-12-04T07:41:00.000","2014","2014.12","035-098-273-06","Vega Baja","Calle H (Ave Trio Vegabajeno), V-14, Urb. El Rosario, Pugnado Afuera, Vega Baja","Arecibo","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","204476.87149483","266665.535912199","No","PANADERIA Y REPOSTERIA EL XPRESO MANGO","Privado","Rural","WESAM YUSUF ","(18.4356441497802, -66.3909530639648)","18.435644149780199","-66.390953063964801"
"2014-304452-PUS-09661","Permiso de Uso Completo","2014-12-04T07:34:00.000","2014","2014.12","065-030-117-01","Loíza","Carretera 187, Kilometro 17 H 9, Sector Las Cuevas, Barrio Pueblo, Loíza","Central","Expedido","Adjudicado","2014-12-15T00:00:00.000","PUS-CONV","258359.14474623001","265943.87864548003","No","Estacion de Gasolina,Mini Market con B/A/S","Privado","Rural","CARL LEYVA RAMOS ","(18.4283351898193, -65.8809280395507)","18.4283351898193","-65.880928039550696"
"2014-305868-PUS-09641","Permiso de Uso Certificado","2014-12-03T19:14:00.000","2014","2014.12","029-100-514-11","Arecibo","Carr. 129, Km. 37.8, Parcelas Navasinterior, Hato Arriba, Arecibo","Arecibo","Cancelado","Adjudicado","2015-01-04T00:00:00.000","PUS-CERT",,,"No","TOTAL - ARECIBO","Privado","Rural","BETSY BARBOSA ALBARRÁN",,,
"2014-294129-PUS-09639","Permiso de Uso Completo","2014-12-03T14:58:00.000","2014","2014.12","197-010-342-07","Aguas Buenas","792, .4, Urb. Paseo Las Nubes, Sonadora, Aguas Buenas","Humacao","Archivado","Adjudicado","2014-12-04T00:00:00.000","PUS-CONV","232083.08187423","249105.875395059","No","Residencia Jorge Cotto","Privado","Rural","JORGE COTTO PÉREZ","(18.2767620086669, -66.1299133300781)","18.2767620086669","-66.129913330078097"
"2014-306189-PUS-09638","Permiso de Uso Certificado","2014-12-03T14:28:00.000","2014","2014.12","035-066-122-01","Vega Baja","Local 4 Carr. #2, 39.9, Plaza Jardines, Algarrobo, Vega Baja","Arecibo","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT",,,"No","Oficina de Contabilidad/Boss Accounting","Privado","Urbano","YOLIMA GALARZA GARCÍA",,,
"2014-306011-PUS-09637","Permiso de Uso Certificado","2014-12-03T14:25:00.000","2014","2014.12","086-025-419-15","San Juan","Ave. San Patricio, 784, Urbanizacion Las Lomas, Gobernador Piñero, San Juan","Central","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","235683.81901554001","262454.581093329","Si","SUGAR LAB","Privado","Urbano","OBED GARCIA MARTI","(18.3973083496093, -66.0956268310546)","18.3973083496093","-66.095626831054602"
"2014-306019-PUS-09636","Permiso de Uso Certificado","2014-12-03T14:11:00.000","2014","2014.12","141-016-389-27","Toa Alta","Carr.Pr-827, Km. 1.7, Sector Los Llanos, Ortiz, Toa Alta","Central","Expedido","Adjudicado","2015-01-07T00:00:00.000","PUS-CERT","223199.89814470001","255811.719989409","Si","Cancha Sector Los Llanos","Público","Rural","CLEMENTE AGOSTO ","(18.3374633789062, -66.2138442993164)","18.3374633789062","-66.213844299316406"
"2014-306185-PUS-09635","Permiso de Uso Certificado","2014-12-03T13:59:00.000","2014","2014.12","131-000-003-58","Lares","Carr. 129, Km. 21.1, ., Callejones, Lares","Arecibo","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT",,,"No","RESTAURANTE CON V.B.A. AL DETAL","Privado","Rural","RICARDO SANTIAGO ",,,
"2014-306021-PUS-09634","Permiso de Uso Certificado","2014-12-03T13:57:00.000","2014","2014.12","084-000-008-47","Toa Alta","Carr.Pr-819, Km.1.8, Comunidad Villa Del Rio, Mucarabones, Toa Alta","Central","Pre-aprobado","Pendiente",,"PUS-CERT","222796.22560802","260923.717970089","Si","Cancha Comunidad Villa Del Rio","Público","Rural","CLEMENTE AGOSTO ","(18.383653640747, -66.2176132202148)","18.383653640746999","-66.217613220214801"
"2013-200942-PUS-09633","Permiso de Uso Certificado","2014-12-03T13:20:00.000","2014","2014.12","096-008-023-69","Aguada","Carr. 411, Km 1.8, Sector Tenient, Guayabo, Aguada","Aguadilla","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","118935.6396308","259583.444671829","No","CONSTRUCCION RES. UNIFAMILIAR RAMON GONZALEZ","Privado","Rural","RAMON GONZALEZ MAS","(18.3701305389404, -67.2004013061523)","18.370130538940401","-67.200401306152301"
"2014-306180-PUS-09632","Permiso de Uso Certificado","2014-12-03T13:13:00.000","2014","2014.12","033-034-012-01","Barceloneta","Plaza Pública José Cordero, ., ., Barrio Pueblo, Barceloneta","Arecibo","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","188865.724343229","268789.792050099","No","UN (1) KIOSCO CON VENTA BEBIDAS ALCOHOLICAS","Privado","Urbano","IVÁN SÁNCHEZ ","(18.45481300354, -66.5387420654296)","18.45481300354","-66.538742065429602"
"2014-306178-PUS-09631","Permiso de Uso Certificado","2014-12-03T12:49:00.000","2014","2014.12","010-049-483-09","Manatí","Carr. 2, 45.5, ., Coto Norte, Manatí","Arecibo","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","159120.83454416","272145.31427044002","No","UN KOSCO CON V.B.A. AL DETAL-FIESTA FAM. MARISTA","Privado","Rural","NESTOR AMADOR ","(18.4847660064697, -66.8204040527343)","18.484766006469702","-66.820404052734304"
"2014-306173-PUS-09630","Permiso de Uso Certificado","2014-12-03T12:09:00.000","2014","2014.12","012-086-139-01","Arecibo","Plaza Pública Luis Muñoz Rivera, ., ., Barrio Pueblo, Arecibo","Arecibo","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","170153.690582109","270709.86781028","No","Dos Kioscos con Venta de Bebidas Alcohólicas","Privado","Urbano","ABRAHAM DÍAZ ACEVEDO","(18.4719810485839, -66.7159118652343)","18.471981048583899","-66.715911865234304"
"2013-198891-PUS-09629","Permiso de Uso Certificado","2014-12-03T11:54:00.000","2014","2014.12","005-084-453-10","Aguadilla","Pr 107, Km. 2.7 Interior, Sector Playuelas, Borinquen, Aguadilla","Aguadilla","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","122776.59815604","270713.778623069","No","Residencia Javier Lopez","Privado","Rural","JAVIER LOPEZ MOLINARY","(18.4708309173583, -67.1644744873046)","18.470830917358299","-67.164474487304602"
"2014-296055-PUS-09628","Permiso de Uso Certificado","2014-12-03T11:07:00.000","2014","2014.12","248-000-002-45","Comerío","Carr. Pr-775, Km. 0.5 Int., Sector Villa Brava, Piñas, Comerío","Humacao","Expedido","Adjudicado","2014-12-04T00:00:00.000","PUS-CERT","221515.17129279001","241875.084496569","No","Residencia (Sucette Berrios Diaz), Comerio, P.R.","Privado","Urbano","SUCETTE BERRIOS DIAZ","(18.2115650177001, -66.2299346923828)","18.211565017700099","-66.229934692382798"
"2014-306171-PUS-09627","Permiso de Uso Certificado","2014-12-03T10:55:00.000","2014","2014.12","181-000-007-22","Mayagüez","Carr Pr 341, Interior Carr Pr 64, ., Bo. Mani, Sabanetas, Mayagüez","Aguadilla","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","121966.79859838","246254.336240609","No","barra,cafetin con b.a.d, 2 billares,1 vellonera ","Privado","Rural","BERNABE RIVERA  ","(18.2498188018798, -67.1712112426757)","18.249818801879801","-67.171211242675696"
"2014-306169-PUS-09626","Permiso de Uso Certificado","2014-12-03T10:23:00.000","2014","2014.12","092-096-009-01","Luquillo","., ., Plaza Pública, Barrio Pueblo, Luquillo","Central","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","275826.24237592","260201.64754378001","No","KIOSCO CON VBAD - FESTIVAL DE PLATOS TÍPICOS","Privado","Urbano","PEDRO ORTÍZ CANALES","(18.3759078979492, -65.7158126831054)","18.375907897949201","-65.715812683105398"
"2014-306166-PUS-09625","Permiso de Uso Certificado","2014-12-03T09:45:00.000","2014","2014.12","061-037-180-05","Cataño","Flor Del Valle , B-5, Las Vegas, Barrio Pueblo, Cataño","Central","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","230535.65522938001","265474.13522527","No","Colmado con bebidas alcohilicas selladas","Privado","Rural","LUIS  DE LA CRUZ ","(18.4246673583984, -66.144302368164)","18.424667358398398","-66.144302368164006"
"2014-306164-PUS-09624","Permiso de Uso Certificado","2014-12-03T09:15:00.000","2014","2014.12","273-001-039-13","Barranquitas","Carretera 152 Km 0.00, Numero 42, Calle Barcelo, Barrio Pueblo, Barranquitas","Ponce","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","213490.270023199","238961.53112165901","No","ESTACION DE GASOLINA Y MINIMARKET CON VBA SELLADAS","Privado","Rural","VANESSA TORRES PAGAN","(18.1853084564208, -66.3058166503906)","18.185308456420799","-66.305816650390597"
"2014-305037-PUS-09623","Permiso de Uso Certificado","2014-12-03T08:54:00.000","2014","2014.12","119-017-003-25","Río Grande","14 Carr. 966, N/A, N/A, Mameyes 2, Río Grande","Central","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","269959.779729539","259486.58106174","Si","VIVIENDA UNIFAMILIAR","Privado","Rural","JUAN SKERRETT ","(18.3696479797363, -65.7713470458984)","18.3696479797363","-65.771347045898395"
"2011-797274-PUS-09622","Permiso de Uso Certificado","2014-12-03T08:35:00.000","2014","2014.12","137-016-015-01","Ciales","Carr. 149 Int. Carr. 145, ., Estacionamiento De La Cancha, Barrio Pueblo, Ciales","Arecibo","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","196307.135016969","255699.46422451001","No","KIOSCO","Privado","Rural","FERNANDO PAGAN  ","(18.336570739746, -66.4682693481445)","18.336570739746001","-66.468269348144503"
"2012-104582-PUS-09621","Permiso de Uso Certificado","2014-12-03T07:56:00.000","2014","2014.12","040-071-022-15","Cataño","Ave. Las Nereidas, *, Frente Maritimo, Barrio Pueblo, Cataño","Central","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","233745.87770056","267661.567080779","No","4TA.  FERIA PARA TI (BEBIDAS ALCOHOLICAS)","Privado","Urbano","JOSE CABEZA ","(18.4424362182617, -66.121726989746)","18.442436218261701","-66.121726989745994"
"2014-303200-PUS-09617","Permiso de Uso Certificado","2014-12-02T19:04:00.000","2014","2014.12","120-000-003-32","Luquillo","Carr. #3, Km 38.3, ., Pitahaya, Luquillo","Central","Expedido","Adjudicado","2014-12-09T00:00:00.000","PUS-CERT","275912.50559274899","258572.58858872001","No","PAISAJES DEL RIO","Privado","Urbano","JOSE  MARCHAND ","(18.3611869812011, -65.7150573730468)","18.361186981201101","-65.715057373046804"
"2014-306031-PUS-09616","Permiso de Uso Certificado","2014-12-02T17:59:00.000","2014","2014.12","226-044-408-11","Gurabo","Carr 189 Ramal 932, 0.3, Bella Vista, Rincón, Gurabo","Humacao","Expedido","Adjudicado","2014-12-07T00:00:00.000","PUS-CERT","247973.34496088","244395.12611891","Si","CENTRO HEAD START RINCON","Público","Rural","MONICA  VIGO MURRAY","(18.2339057922363, -65.9797439575195)","18.2339057922363","-65.979743957519503"
"2014-305880-PUS-09615","Permiso de Uso Certificado","2014-12-02T17:29:00.000","2014","2014.12","207-000-002-96","Mayagüez","Pr-2, 180, Western Plaza, Sabanetas, Mayagüez","Aguadilla","Expedido","Adjudicado","2014-12-16T00:00:00.000","PUS-CERT","122874.52704209001","245570.63420639001","Si","Happy Bowls - Western Plaza","Privado","Urbano","JOSE RODRIGUEZ ","(18.2436752319335, -67.16259765625)","18.243675231933501","-67.16259765625"
"2014-236287-PUS-09614","Permiso de Uso Certificado","2014-12-02T15:33:00.000","2014","2014.12","128-047-510-33","San Sebastián","Carr Pr-497, Km. 2.0, Pozas, Pozas, San Sebastián","Aguadilla","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","137593.88889068001","254843.329766059","No","Solar # 21 - Río Sonador - José Rivera Pitre ","Privado","Rural","JOSÉ RIVERA PITRE","(18.3279304504394, -67.0237045288085)","18.3279304504394","-67.023704528808494"
"2014-280135-PUS-09613","Permiso de Uso Completo","2014-12-02T15:18:00.000","2014","2014.12","013-038-310-69","Arecibo","Carr.681 Int., 7.6,  Islote, Islote, Arecibo","Arecibo","Expedido","Adjudicado","2014-12-09T00:00:00.000","PUS-CONV","177839.25772266","272329.65712941001","No","Urb.Los Corales  Inscripción adicional solares","Privado","Urbano","ANA MARIE RODRÍGUEZ ","(18.4867076873779, -66.6431655883789)","18.486707687377901","-66.643165588378906"
"2013-190471-PUS-09612","Permiso de Uso Certificado","2014-12-02T14:39:00.000","2014","2014.12","298-003-302-05","Aibonito","Carr. #173, Km. 1.5, La Plata, Plata, Aibonito","Ponce","Expedido","Adjudicado","2014-12-02T00:00:00.000","PUS-CERT","221095.067555079","235458.034004999","No","EDDIE A. ORTIZ ZAYAS (SOLAR #7) ","Privado","Rural","EDDIE ORTIZ ZAYAS","(18.1535930633544, -66.2339706420898)","18.1535930633544","-66.233970642089801"
"2014-242074-PUS-09611","Permiso de Uso Certificado","2014-12-02T14:22:00.000","2014","2014.12","028-000-010-96","Hatillo","Carr. 130, Km. 4.8 Int., Sector, Naranjito, Hatillo","Arecibo","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","158876.46319841","268267.63191345899","No","VIVIENDA EN MATERIALES MIXTOS","Privado","Rural","CARLOS BURGOS ","(18.4497299194335, -66.822639465332)","18.449729919433501","-66.822639465332003"
"2014-306020-PUS-09610","Permiso de Uso Certificado","2014-12-02T14:17:00.000","2014","2014.12","398-078-019-01","Patillas","Calle Cristo  # 8, ., ., Barrio Pueblo, Patillas","Humacao","Expedido","Adjudicado","2014-12-02T00:00:00.000","PUS-CERT","244357.48422539001","219172.520730499","No","1 KIOSKO CON BEBIDAS AL DETAL ENCENDIDO NAVIDAD","Privado","Rural","JONATHAN  CRESPO ","(18.0060997009277, -66.0144805908203)","18.006099700927699","-66.014480590820298"
"2014-306018-PUS-09609","Permiso de Uso Completo","2014-12-02T14:00:00.000","2014","2014.12","056-022-016-01","Manatí","Paseo Las Atenas , #33, ., Barrio Pueblo, Manatí","Arecibo","Expedido","Adjudicado","2014-12-09T00:00:00.000","PUS-CONV","193617.155311779","265844.35737339","No","TATUAJE BUDY PIERCING CON VENTA DE ACCESORIOS","Privado","Rural","NOEL ROMAN ","(18.4282207489013, -66.4937515258789)","18.4282207489013","-66.493751525878906"
"2014-251238-PUS-09608","Permiso de Uso Certificado","2014-12-02T13:50:00.000","2014","2014.12","177-069-573-22","Fajardo","Carr. Pr-976, Km. 7.0, Com. Saldaña, Río Arriba, Fajardo","Central","Expedido","Adjudicado","2014-12-02T00:00:00.000","PUS-CERT","277580.25388439","250808.07547871","No","Res. Sr. Benjamín Otero","Privado","Rural","BENJAMÍN OTERO CRESPO","(18.2909774780273, -65.6995697021484)","18.290977478027301","-65.699569702148395"
"2014-305987-PUS-09607","Permiso de Uso Certificado","2014-12-02T13:33:00.000","2014","2014.12","233-007-650-12","Mayagüez","Calle Gaudier Texidor , No. 7079, Urb. Mayaguez Terrace, Barrio Pueblo, Mayagüez","Aguadilla","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","124715.45235517","242425.711751169","No","Hospedaje","Privado","Rural","DAVID  VELAZQUEZ  ","(18.2153263092041, -67.1450805664062)","18.215326309204102","-67.145080566406193"
"2013-139180-PUS-09606","Permiso de Uso Certificado","2014-12-02T13:19:00.000","2014","2014.12","246-090-063-01","Barranquitas","Carretera Pr-152, Km 0.1, La Vega, Barrio Pueblo, Barranquitas","Ponce","Expedido","Adjudicado","2014-12-09T00:00:00.000","PUS-CERT","212468.555304879","239377.491512259","No","Rafael O. Santini Rodriguez ","Privado","Rural","RAFAEL  SANTINI RODRIGUEZ ","(18.1890716552734, -66.3154754638671)","18.189071655273398","-66.315475463867102"
"2014-306010-PUS-09605","Permiso de Uso Certificado","2014-12-02T13:07:00.000","2014","2014.12","092-096-009-01","Luquillo","., ., Plaza Publica , Barrio Pueblo, Luquillo","Central","Expedido","Adjudicado","2014-12-02T00:00:00.000","PUS-CERT","275826.24237592","260201.64754378001","No","KIOSKO CON BEBIDAS AL DETAL PLATOS TIPICOS","Privado","Rural","SYLVIA  PADRO SANTIAGO","(18.3759078979492, -65.7158126831054)","18.375907897949201","-65.715812683105398"
"2014-305860-PUS-09603","Permiso de Uso Certificado","2014-12-02T11:40:00.000","2014","2014.12","084-051-024-78","Toa Alta","Calle Marina , 8, Pueblo, Barrio Pueblo, Toa Alta","Central","Pre-aprobado","Pendiente",,"PUS-CERT","219746.623732309","261385.97459817","Si","La Cosina de Sica","Privado","Urbano","JOSE SAN INOCENCIO MARRERO","(18.3878593444824, -66.246467590332)","18.387859344482401","-66.246467590332003"
"2014-257887-PUS-09602","Permiso de Uso Certificado","2014-12-02T11:07:00.000","2014","2014.12","045-000-009-30","Aguadilla","N/A Carretera Estatal Pr-2, Km. 128.6, N/A, Victoria, Aguadilla","Aguadilla","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","124234.69799965","264233.58805743","No","Nueva Sucursal Oriental Bank","Privado","Urbano","JOSÉ VARGAS CORTÉS","(18.4123382568359, -67.1504287719726)","18.412338256835898","-67.150428771972599"
"2014-305991-PUS-09601","Permiso de Uso Certificado","2014-12-02T10:37:00.000","2014","2014.12","145-002-316-05","Trujillo Alto","Local 5 Carretera 181 , Km 9.3, Bo Dos Bocas, Dos Bocas, Trujillo Alto","Central","Expedido","Adjudicado","2014-12-02T00:00:00.000","PUS-CERT","246758.13285016001","256016.0855968","No","El Caffeto Cyber Cafe","Privado","Urbano","HECTOR QUIÑONES ","(18.3389244079589, -65.990966796875)","18.338924407958899","-65.990966796875"
"2014-305992-PUS-09588","Permiso de Uso Certificado","2014-12-02T09:42:00.000","2014","2014.12","198-073-140-07","Aguas Buenas","Carr. 156, 49.7, Comite Ppd, Mula, Aguas Buenas","Humacao","Expedido","Adjudicado","2014-12-02T00:00:00.000","PUS-CERT","234133.17997981","246743.3830529","No","KIOSKO CON VBAD, REFRIGERIOS Y COMIDA","Privado","Rural","JOSE ORTIZ LOPEZ","(18.255386352539, -66.1105651855468)","18.255386352538999","-66.110565185546804"
"2014-305989-PUS-09587","Permiso de Uso Certificado","2014-12-02T09:29:00.000","2014","2014.12","092-096-009-01","Luquillo","., ., Plaza Pública, Barrio Pueblo, Luquillo","Central","Expedido","Adjudicado","2014-12-02T00:00:00.000","PUS-CERT","275826.24237592","260201.64754378001","No","KIOSCO CON VBAD-FESTIVAL PLATOS TÍPICOS LUQUILLO","Privado","Urbano","LIXA RAMOS PIÑERO","(18.3759078979492, -65.7158126831054)","18.375907897949201","-65.715812683105398"
"2014-300857-PUS-09586","Permiso de Uso Certificado","2014-12-02T09:16:00.000","2014","2014.12","089-077-046-17","Canóvanas","Calle Pepita Albandoz , A13, Jardines De Canovanas, Barrio Pueblo, Canóvanas","Central","Expedido","Adjudicado","2014-12-02T00:00:00.000","PUS-CERT","256802.65168745001","260619.8069997","No","JM TIRE CENTER","Privado","Urbano","JOSE COLON ","(18.3802757263183, -65.8958129882812)","18.380275726318299","-65.895812988281193"
"2013-186522-PUS-09585","Permiso de Uso Certificado","2014-12-02T09:13:00.000","2014","2014.12","366-000-010-23","Juana Díaz","Carretera Pr 584, Solar 16, Amuelas Industrial Park, Amuelas, Juana Díaz","Ponce","Expedido","Adjudicado","2014-12-02T00:00:00.000","PUS-CERT","192443.24678242","223391.32460433","No","Coopervision Caribbean Corp.","Privado","Rural","ROLANDO TORRES ","(18.0446605682373, -66.5047073364257)","18.044660568237301","-66.504707336425696"
"2014-278173-PUS-09583","Permiso de Uso Certificado","2014-12-02T09:06:00.000","2014","2014.12","259-097-900-03","Mayagüez","Carr # 2 , 159.7, West End Plaza, Guanajibo, Mayagüez","Aguadilla","Expedido","Adjudicado","2014-12-02T00:00:00.000","PUS-CERT","124563.45199671001","235846.27394863","No","FERIA DE EXHIBICION DE AUTO MALL ","Privado","Urbano","GUSTABO GUILVE ","(18.1558780670166, -67.1462707519531)","18.155878067016602","-67.146270751953097"
"2013-186522-PUS-09584","Permiso de Uso Certificado","2014-12-02T09:06:00.000","2014","2014.12","366-000-010-23","Juana Díaz","Carretera Pr 584, Solar 16, Amuelas Industrial Park, Amuelas, Juana Díaz","Ponce","Expedido","Adjudicado","2014-12-03T00:00:00.000","PUS-CERT","192443.24678242","223391.32460433","No","Coopervision Caribbean Corp.","Privado","Rural","ROLANDO TORRES ","(18.0446605682373, -66.5047073364257)","18.044660568237301","-66.504707336425696"
"2014-305985-PUS-09582","Permiso de Uso Certificado","2014-12-02T08:34:00.000","2014","2014.12","259-000-009-27","Hormigueros","Carr 2 Int. Carr434, Km 159.4, Guanajibo, Guanajibo, Hormigueros","Aguadilla","Expedido","Adjudicado","2014-12-02T00:00:00.000","PUS-CERT","125060.70059618","235752.780870399","No","GASOLINERA CON MINI MARKET, BEBIDAS ALCS. SELLADAS","Privado","Rural","FORES DAWAHRA ","(18.1550502777099, -67.1415710449218)","18.155050277709901","-67.141571044921804"
