"table_id","codigo","escuela","region","distrito","municipio_escolar","direccio_fisica","direccion_municipio","direccio_estado","direccion_zipcode","geolocalizacion","telefono","fax","director","zona","estatus_actual","nivel_original","grados_original","grados_posterior","matricula_total","grado_infant","grado_toddler","grado_pk","grado_pke","grado_pkm","grado_k","grado_1","grado_2","grado_3","grado_4","grado_5","grado_6","grado_sge","grado_7","grado_8","grado_9","grado_sgi","grado_10","grado_11","grado_12","grado_sgs","espa_ol_proficiente_avanzado","espa_ol_pre_b_sico","espa_ol_b_sico","espa_ol_proficiente","espa_ol_avanzado","matem_ticas_proficiente_avanzado","matem_ticas_pre_b_sico","matem_ticas_b_sico","matem_ticas_proficiente","matem_ticas_avanzado","ingl_s_proficiente_avanzado","ingl_s_pre_b_sico","ingl_s_b_sico","ingl_s_proficiente","ingl_s_avanzado","bajo_nivel_pobreza"
"838","52514","PONCE HIGH SCHOOL","PONCE","PONCE","PONCE II","CALLE CRISTINA #37","PONCE","PR","00733-0000","(18.01103, -66.61032)","842-4156","842-8165","AXEL L RIVERA ROUCHET","URBANA","SI","SUPERIOR","12-Oct","12-Oct","909",,,,,,,,,,,,,,,,"187",,"273","207","242",,"41.81","10.73","47.46","23.16","18.64","5.11","32.39","62.50","3.98","1.14","29.55","38.64","31.82","11.36","18.18","83.20"
"840","35543","PRE-VOCACIONAL CASIANO CEPEDA","HUMACAO","CANOVANAS","RIO GRANDE","CARR 959 KM 2 BO CIENAGA ALTA","RIO GRANDE","PR","7450000","(18.36096, -65.85451)","887-5200","887-5200","LEMUEL PEREZ ARVELO","RURAL","SI","SECUNDARIO","EEI - EES","EEI - EES","53",,,,,,,,,,,,,,,,,"53",,,,,"16.67","0","83.33","16.67","0","0","16.67","83.33","0","0","66.67","16.67","16.67","50","16.67","90.24"
"841","62182","PRISCO FUENTES","SAN JUAN","CAROLINA","CAROLINA I","CALLE GROVISH 13 URB. PARQUE ECUESTRE","CANOVANAS","PR","00726-0000","(18.36848, -65.9284)","750-4480","750-3165","JENNIS MARRERO DALMAU","URBANA","SI","SEGUNDA UNIDAD","K - 7 , EEE","K - 7 , EEE","530",,,,,,"67","91","76","89","95","90",,"22",,,,,,,,,"41.94","17.01","41.06","21.41","20.53","27.27","14.37","58.36","15.25","12.02","35.78","21.99","42.23","27.86","7.92","84.11"
"842","47951","PROFESORA JUANA ROSARIO CARRERO","MAYAGUEZ","AGUADILLA","AGUADA","AVE. NATIVO ALERS DESVIO SUR","AGUADA","PR","6020000","(18.37625, -67.18501)","868-2260","252-0195","ISMAEL JIMENEZ","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","525",,,,,,,,,,,,"123",,"203","199",,,,,,,"51.83","10.47","37.70","25.92","25.92","11.49","20.89","67.62","8.36","3.13","51.19","25.33","23.48","27.18","24.01","74.10"
"843","58099","PROFESORA LUIZA MONSEGUR VELEZ","PONCE","YAUCO","YAUCO","BARRIO BARINAS","YAUCO","PR","6980048","(18.010869, -66.845207)","267-0030","267-8326","GRIMILDA BAEZ BAEZ","RURAL","SI","ELEMENTAL","PK - 6","PK - 6","163",,,"16",,,"24","27","20","22","27","27",,,,,,,,,,,"86.61","2.68","10.71","25","61.61","66.96","2.68","30.36","27.68","39.29","92.86","0","7.14","44.64","48.21","75.54"
"844","36343","PUERTO RICO AVIATION MAINTENANCE INSTITUTE","HUMACAO","FAJARDO","CEIBA",,,,,,,,,,"SI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"845","47906","PUERTO RICO AVIATION MAINTENANCE INSTITUTE","MAYAGUEZ","AGUADILLA","AGUADILLA",,,,,,,,,,"SI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"846","50542","PURIFICACION RODRIGUEZ","PONCE","SANTA ISABEL","COAMO","CALLE RODRIGUEZ HIDALGO ESQ CARRION MADURO","COAMO","PR","00769-0000","(18.07771, -66.35917)","825-1684","825-5137","ANGEL L SANTIAGO","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","337",,,,"9",,"46","47","44","46","47","42","45","11",,,,,,,,,"80.54","0.54","18.92","30.81","49.73","68.48","5.43","26.09","26.63","41.85","90.27","1.62","8.11","35.68","54.59","73.46"
"847","31609","QUEBRADA GRANDE","HUMACAO","FAJARDO","NAGUABO","CALLE 3 BO DUQUE ESQ 8 PARCELAS VIEJAS","NAGUABO","PR","00718-0000","(18.24141, -65.7462)","874-0430","874-0632","IRIS A TRAVIESO GONZALEZ","RURAL","SI","ELEMENTAL","K - 6","K - 6","163",,,,,,"29","31","18","31","21","33",,,,,,,,,,,"70.59","2.35","27.06","21.18","49.41","82.35","0","17.65","22.35","60","71.76","2.35","25.88","37.65","34.12","82.89"
"849","51292","QUEBRADAS","PONCE","YAUCO","GUAYANILLA","CARR 127 RAMAL 377 BO QUEBRADA","GUAYANILLA","PR","00658-0000","(18.03552, -66.80246)","835-2500","835-1161","VACANTE","RURAL","SI","ELEMENTAL","PK - 6","PK - 6","192",,,"17",,,"25","44","18","26","31","31",,,,,,,,,,,"67.74","6.45","25.81","11.29","56.45","61.29","3.23","35.48","21.77","39.52","73.39","1.61","25","24.19","49.19","77.71"
"850","20305","RABANAL","CAGUAS","BARRANQUITAS","AIBONITO","CARR 722 BO RABANAL","AIBONITO","PR","7050000","(18.13298, -66.24904)","735-8886","735-8886","MARIA DEL CARMEN SOTO HERNANDEZ","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","262",,,,,,"41","45","44","41","33","52",,"6",,,,,,,,,"59.23","7.69","33.08","30.77","28.46","65.38","0.77","33.85","36.15","29.23","53.85","0","46.15","40","13.85","72.65"
"851","24927","RAFAEL ANTONIO DELGADO MATEO","CAGUAS","GUAYAMA","GUAYAMA","BO OLIMPO CALLE 7","GUAYAMA","PR","00785-0000","(18.0031, -66.11062)","864-3875","866-5414","LISBETH GONZALEZ RODRIGUEZ","RURAL","SI","ELEMENTAL","PK - 6 , EEE","K - 5, EEE","240",,,,,"45","16","43","36","36","43","21",,,,,,,,,,,"29.23","15.38","55.38","24.62","4.62","53.85","3.08","43.08","38.46","15.38","29.23","20","50.77","26.15","3.08","84.10"
"852","54551","RAFAEL APARICIO JIMENEZ","PONCE","UTUADO","ADJUNTAS","CALLE RODULFO GONZALEZ FINAL","ADJUNTAS","PR","00601-0000","(18.16476, -66.72388)","829-3890","829-0029","ESTEBAN ROSADO BATISTA","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","385",,,,,,,,,,,,"122",,"137","116",,"10",,,,,"33.60","23.39","43.01","19.62","13.98","3.51","40.27","56.22","3.51","0","18.21","44.57","37.23","13.04","5.16","86.72"
"853","70417","RAFAEL COLON SALGADO","BAYAMON","BAYAMON","BAYAMON II","URB ROYAL TOWN CALLE 3 FINAL","BAYAMON","PR","9600000","(18.36303, -66.17162)","799-0333","279-8284","LUISA M PLA AMALBERT","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 8, EEE, EEI","475",,,,,,"39","44","24","36","43","29","78","30","74","78",,,,,,,"59.54","18.32","22.14","23.66","35.88","61.07","4.58","34.35","29.01","32.06","44.27","16.79","38.93","28.24","16.03","81.06"
"855","61762","RAFAEL CORDERO","SAN JUAN","SAN JUAN I","SAN JUAN I","CALLE AURORA ESQ HOARE PDA 15","SAN JUAN","PR","00907-0000","(18.45008, -66.08134)","722-6643","722-4340","VICTOR A. RODRIGUEZ DEYNES","URBANA","SI","SUPERIOR","12-Oct","12-Oct","299",,,,,,,,,,,,,,,,"65",,"62","94","78",,"80.90","0","19.10","40.45","40.45","2.27","11.36","86.36","2.27","0","58.43","6.74","34.83","33.71","24.72","71.72"
"857","70763","RAFAEL CORDERO","BAYAMON","TOA BAJA","CATANO","CALLE MARGINAL AVE LOS CANOS","CATANO","PR","00963-0217","(18.43734, -66.12502)","788-1557","787-6411","CARMEN CURET TORRES","URBANA","SI","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","476",,,,"5",,"40","55","56","59","63","58","62",,"45","33",,,,,,,"27.88","21.47","50.64","11.86","16.03","34.94","22.12","42.95","15.06","19.87","25","37.34","37.66","14.61","10.39","89.42"
"859","32243","RAFAEL DE JESUS","HUMACAO","CANOVANAS","RIO GRANDE","CALLE PIMENTEL Y CASTRO","RIO GRANDE","PR","7450000","(18.37979, -65.83289)","887-2785","887-2785","SUSANA AYALA VALDES","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","356",,,,,,"49","50","48","46","44","35","59","25",,,,,,,,,"35.05","20.10","44.85","19.59","15.46","22.51","25.13","52.36","10.47","12.04","25.13","42.41","32.46","19.90","5.24","93.05"
"863","62612","RAFAEL HERNANDEZ","SAN JUAN","SAN JUAN II","SAN JUAN IV","CALLE VALVERDE","SAN JUAN","PR","00923-0000","(18.42006, -66.04171)","763-8514","763-8514","VACANTE","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","282",,,,,,"41","45","40","54","41","30",,"31",,,,,,,,,"74.81","4.58","20.61","33.59","41.22","52.67","8.40","38.93","22.90","29.77","56.15","7.69","36.15","45.38","10.77","96.77"
"865","71746","RAFAEL HERNANDEZ","ARECIBO","VEGA ALTA","VEGA ALTA","CALLE 3 URB SANTA ANA","VEGA ALTA","PR","00692-0000","(18.41734, -66.30981)","883-1025","883-1025","JOSE LUIS OCASIO","URBANA","SI","ELEMENTAL","K - 6","K - 5, EEE","239",,,,,,"42","40","47","35","38","37",,,,,,,,,,,"80.56","1.85","17.59","24.07","56.48","92.52","0","7.48","35.51","57.01","70.37","1.85","27.78","34.26","36.11","82.02"
"866","72058","RAFAEL HERNANDEZ","ARECIBO","VEGA ALTA","VEGA BAJA","CALLE 12 I 100 URB JARDINES DE VEGA BAJA","VEGA BAJA","PR","00693-0000","(18.44813, -66.40785)","858-1994","807-4313","DIRECTOR / VACANTE","RURAL","SI","ELEMENTAL","K - 6","K - 5","377",,,,,,"51","48","66","83","72","57",,,,,,,,,,,"35.11","18.09","46.81","22.34","12.77","40.96","13.30","45.74","26.60","14.36","18.62","26.60","54.79","14.89","3.72","84.17"
"867","61549","RAFAEL HERNANDEZ MARIN","SAN JUAN","SAN JUAN I","SAN JUAN II","CALLE ASOMANTE URB. SUMMIT HILLS","SAN JUAN","PR","00921-0000","(18.39799, -66.10076)","792-0494","782-4433","MARIMAR SANTIAGO ALMODOVAR","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","281",,,,,,"43","49","48","48","51","38",,"4",,,,,,,,,"69.53","0.78","29.69","36.72","32.81","70.87","3.94","25.20","37.01","33.86","80.47","2.34","17.19","45.31","35.16","86.13"
"868","51870","RAFAEL IRIZARRY RIVERA","PONCE","YAUCO","PEÑUELAS","CALLE PEDRO ALVARADO","PENUELAS","PR","00624-0000","(18.0538, -66.72358)","836-1177","836-3737","WILLIAM FELICIANO","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","452",,,,,,,,,,,,,,"137","125","142","48",,,,,"41.31","15.06","43.63","32.43","8.88","5.02","28.57","66.41","4.63","0.39","26.64","32.82","40.54","18.92","7.72","78.88"
"869","61705","RAFAEL MARIA DE LABRA","SAN JUAN","SAN JUAN I","SAN JUAN I","PONCE DE LEON PDA #18 SANTURCE","SAN JUAN","PR","00915-0000","(18.45003, -66.07433)","722-1443","724-2700","GLORIA I. VICENTY RAMOS","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","257",,,,,,,,,,,,"80",,"106","71",,,,,,,"23.95","26.47","49.58","15.97","7.98","1.69","40.51","57.81","1.27","0.42","21.94","42.19","35.86","14.77","7.17","84.05"
"870","42390","RAFAEL MARTINEZ NADAL","MAYAGUEZ","MAYAGUEZ","MAYAGUEZ","CALLE SALVADOR MESTRE ESQ. CARBONELL VILLA","MAYAGUEZ","PR","00680-0000","(18.20052, -67.12929)","832-2002","832-2002","SANTIAGO MENDEZ HERNANDEZ","URBANA","SI","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","161",,,"8",,,"30","16","24","27","30","25",,"1",,,,,,,,,"54.24","14.41","31.36","26.27","27.97","37.29","17.80","44.92","20.34","16.95","43.59","18.80","37.61","25.64","17.95","74.83"
"871","75705","RAFAEL MARTINEZ NADAL","SAN JUAN","GUAYNABO","GUAYNABO","CALLE RAMON MURGA BO CANO","GUAYNABO","PR","00970-0966","(18.35539, -66.10934)","720-3356","287-6550","MARI ALMA ROMERO","URBANA","SI","INTERMEDIO","9-Jul","6 - 8, EEI","583",,,,,,,,,,,,"253",,"176","144",,"10",,,,,"19.64","36.73","43.64","13.82","5.82","1.48","54.24","44.28","1.11","0.37","15.02","61.17","23.81","12.09","2.93","84.91"
"872","31302","RAFAEL N COCA","HUMACAO","CANOVANAS","LUQUILLO","CALLE FERNANDEZ GARCIA FINAL","LUQUILLO","PR","7730000","(18.37759, -65.71711)","889-3243","889-3243","AYME ROSADO MORALES","URBANA","SI","INTERMEDIO","7 - 9 , EEI","6 - 8, EEI","436",,,,,,,,,,,,"144",,"156","115",,"21",,,,,"33.20","19.53","47.27","21.88","11.33","4.31","42.35","53.33","3.92","0.39","29.41","36.47","34.12","19.22","10.20","83.03"
"873","20255","RAFAEL PONT FLORES","CAGUAS","BARRANQUITAS","AIBONITO","CALLE RUIZ RIVERA FINAL SECTOR EL COQUI","AIBONITO","PR","00705-0000","(18.13971, -66.26321)","735-1865","735-4571","CARLOS RAUL APONTE ORTIZ","URBANA","SI","INTERMEDIO","7 - 9 , EEI","K - 12, EEE, EEI","632",,,,,,"22","20","27","21","18","25","140",,"96","121","57","13","50","22",,,"37.97","14.77","47.26","22.78","15.19","12.24","22.78","64.98","9.28","2.95","35.86","14.77","49.37","22.78","13.08","53.65"
"875","32268","RAFAEL REXACH DUENO","HUMACAO","CANOVANAS","RIO GRANDE","CALLE PRINCIPAL BO PALMER","RIO GRANDE","PR","00721-0000","(18.36935, -65.77384)","887-2720","887-2720","MIGDALIA ARROYO MENDEZ","RURAL","SI","ELEMENTAL","K - 6","K - 6","313",,,,,,"51","52","51","60","54","45",,,,,,,,,,,"76.77","0","23.23","33.55","43.23","77.42","3.87","18.71","31.61","45.81","61.29","3.23","35.48","40.65","20.65","83.45"
"876","61499","RAFAEL RIVERA OTERO","SAN JUAN","SAN JUAN II","SAN JUAN V","CALLE SANDALIO ALONSO, URB. LAS LOMAS","SAN JUAN","PR","00921-0000","(18.3888, -66.09799)","782-3180","782-3180","EDITH M. COSME CORDERO","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","233",,,,,,"23","42","41","42","43","36",,"6",,,,,,,,,"48.46","6.15","45.38","34.62","13.85","52.31","5.38","42.31","29.23","23.08","33.08","15.38","51.54","25.38","7.69","93.94"
"877","35816","RAFALINA E LEBRON FLORES","HUMACAO","YABUCOA","PATILLAS","URB SAN MARTIN CALLE PRICIPAL FINAL","PATILLAS","PR","7230000","(18.00472, -66.01258)","839-3419","271-3384","LYDIA M. RUIZ BUEHL","URBANA","SI","SUPERIOR","12-Oct","12-Oct","485",,,,,,,,,,,,,,,,"126",,"142","108","109",,"34.31","4.90","60.78","25.49","8.82","7.84","15.69","76.47","6.86","0.98","48.04","18.63","33.33","27.45","20.59","75.79"
"878","10967","RALPH W EMERSON","ARECIBO","CAMUY","CAMUY","CARR 2 KM 92.5 HM 3 BO MEMBRILLO","CAMUY","PR","00627-0000","(18.47208, -66.8733)","898-2037","898-2037","GLADYS PADIN BERMUDEZ","RURAL","SI","ELEMENTAL","K - 6 - EE","K - 6 - EE","378",,,,,,"49","62","62","60","73","69",,"3",,,,,,,,,"66.79","8.57","24.64","27.50","39.29","74.64","5.71","19.64","28.93","45.71","65.36","6.43","28.21","33.93","31.43","58.31"
"882","15917","RAMON DE JESUS SIERRA","ARECIBO","CAMUY","LARES","AVE LOS PATRIOTAS","LARES","PR","6691247","(18.29245, -66.88992)","897-2590","897-3430","MARIA M NIEVES PAGAN","URBANA","SI","INTERMEDIO","7 - 9 , EEI","8-Jun","688",,,,,,,,,,,,"172",,"250","254",,"12",,,,,"65.46","6.58","27.96","22.04","43.42","39.47","22.70","37.83","9.21","30.26","40.07","24.83","35.10","21.85","18.21","78.65"
"884","46052","RAMON E RODRIGUEZ DIAZ","MAYAGUEZ","MAYAGUEZ","HORMIGUEROS","CALLE COMERCIO URB. VERDUN","HORMIGUEROS","PR","00660-0000","(18.13634, -67.12281)","849-1230","849-0060","ISMAEL APONTE MERCADO","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","473",,,,,,,,,,,,"152",,"148","173",,,,,,,"45.83","12.75","41.42","26.47","19.36","6.88","23.83","69.29","6.14","0.74","36.45","22.91","40.64","21.18","15.27","69.34"
"885","12799","RAMON EMETERIO BETANCES","ARECIBO","CAMUY","QUEBRADILLAS","236 CALLE SAN JUSTO","QUEBRADILLAS","PR","6781559","(18.47587, -66.93838)","895-2575","895-4222","RICARDO CASTRO","URBANA","SI","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","279",,,"16",,,"36","43","40","27","39","45",,"33",,,,,,,,,"42.96","17.04","40","20.74","22.22","57.04","9.63","33.33","27.41","29.63","55.56","11.11","33.33","30.37","25.19","92.40"
"886","50468","RAMON JOSE DAVILA","PONCE","SANTA ISABEL","COAMO","URB EL EDEN CALLE A","COAMO","PR","00769-0000","(18.07382, -66.36495)","825-1247","825-0777","REINALDO ORTIZ SANCHEZ","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","892",,,,,,,,,,,,,,,,"232",,"207","193","251","9","63.10","5.88","31.02","29.95","33.16","16.04","13.37","70.59","8.56","7.49","48.66","17.65","33.69","21.39","27.27","65.29"
"887","58495","RAMON LOPEZ BERRIOS","PONCE","SANTA ISABEL","VILLALBA","CARR. 561 KM. 5 BO. VACAS","VILLALBA","PR","7660000","(18.15672, -66.46993)","847-6729","847-6729","JOSE A. MUNERA TORRES","RURAL","SI","ELEMENTAL","K - 6","K - 6","113",,,,,,"17","11","17","24","19","20",,"5",,,,,,,,,"79.10","0","20.90","16.42","62.69","91.04","2.99","5.97","23.88","67.16","95.52","0","4.48","43.28","52.24","60.58"
"889","43794","RAMON MARIA TORRES","MAYAGUEZ","SAN SEBASTIAN","SAN SEBASTIAN","AVE EMERITO ESTRADA  CARRETERA 111","SAN SEBASTIAN","PR","6760000","(18.33988, -66.99661)","896-1135","280-0420","ANA M. VEGA JIMENEZ","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 5, EEE","430",,,,,,"53","81","63","84","71","62",,"16",,,,,,,,,"55.42","6.02","38.55","25.30","30.12","46.99","3.61","49.40","31.33","15.66","67.88","3.64","28.48","27.27","40.61","86.83"
"890","52555","RAMON MARIN","PONCE","PONCE","PONCE I","AVE LAS AMERICAS","PONCE","PR","00732-0788","(18.00711, -66.60203)","842-1371","842-5428","RICHARD GARCIA JIMENEZ","URBANA","SI","TODOS LOS NIVELES","EEE - EES","EEE - EES","175",,,,,,,,,,,,,"85",,,,"69",,,,"21","90.41","9.59","0","9.59","80.82","95.89","0","4.11","19.18","76.71","79.45","20.55","0","0","79.45","86.82"
"891","75713","RAMON MARIN SOLA","SAN JUAN","GUAYNABO","GUAYNABO","CALLE AZALEA FINAL ESQ. CAMPOBELLO URB","GUAYNABO","PR","00970-0000","(18.37666, -66.1029)","720-3911","287-1966","ELIZABETH MARTINEZ","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","315",,,,,,"45","51","50","48","46","49",,"26",,,,,,,,,"47.37","10.12","42.51","30.36","17","35.63","11.74","52.63","22.27","13.36","42.51","12.96","44.53","28.74","13.77","80.52"
"892","70045","RAMON MORALES PENA","BAYAMON","BAYAMON","BAYAMON I","URB RIVERVIEW CALLE 7 BLQ F","BAYAMON","PR","9590000","(18.41609, -66.17196)","798-3773","798-3775","MIGUEL A. LOPEZ LOPEZ","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 5, EEE","470",,,,,,"72","79","84","71","70","76",,"18",,,,,,,,,"61.62","4.86","33.51","24.86","36.76","55.14","4.32","40.54","29.19","25.95","50.54","10.33","39.13","23.91","26.63","83.71"
"893","44529","RAMON OLIVARES","MAYAGUEZ","CABO ROJO","LAJAS","CARR 303 CALLE AMAPOLA BO OLIVARES","LAJAS","PR","00667-0000","(18.0029, -67.07238)","899-5020","899-5020","NILSA TIRADO GONZALEZ","RURAL","SI","ELEMENTAL","K - 6","K - 6","162",,,,"16",,"23","28","22","34","20","11",,"8",,,,,,,,,"70.45","2.27","27.27","21.59","48.86","77.27","3.41","19.32","20.45","56.82","86.36","0","13.64","32.95","53.41","80"
"894","51946","RAMON PEREZ PURCELL","PONCE","YAUCO","PEÑUELAS","CARR 132 KM 7 HM 7 BO SANTO DOMINGO","PENUELAS","PR","00624-0000","(18.06048, -66.75445)","836-5564","836-6053","ROSA RIVERA RODRIGUEZ","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","238",,,,,,"39","42","28","46","38","31",,"14",,,,,,,,,"89.27","2.82","7.91","18.08","71.19","70.06","6.21","23.73","11.30","58.76","90.96","1.69","7.34","27.12","63.84","88.44"
"895","30973","RAMON POWER Y GIRALT","HUMACAO","LAS PIEDRAS","LAS PIEDRAS","CALLE JESUS T PINERO 22","LAS PIEDRAS","PR","00771-0000","(18.18197, -65.86987)","733-2561","733-7790","MARIA LOPEZ PENA","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","854",,,,,,,,,,,,,,,,"218",,"193","215","189","39","58.96","5.66","35.38","30.66","28.30","5.21","17.06","77.73","4.27","0.95","43.40","23.58","33.02","22.17","21.23","65.68"
"896","63123","RAMON POWER Y GIRALT","SAN JUAN","SAN JUAN I","SAN JUAN I","CALLE LOIZA FINAL","SAN JUAN","PR","00914-2065","(18.44957, -66.05088)","727-4830","268-5131","ELSON ROSARIO","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","277",,,,,,,,,,,,,,,,"44",,"61","77","69","26","17.57","25.68","56.76","12.16","5.41","0","35.14","64.86","0","0","17.81","60.27","21.92","13.70","4.11","93.33"
"897","35782","RAMON QUINONES MEDINA","HUMACAO","YABUCOA","YABUCOA","URB REPARTO HORIZONTE FRENTE AL CEMENTERIO","YABUCOA","PR","7671900","(18.04474, -65.88209)","893-2216","893-2065","VACANTE","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","609",,,,,,,,,,,,,,,,"170",,"188","131","108","12","51.56","9.38","39.06","30.47","21.09","3.88","21.71","74.42","2.33","1.55","35.66","34.11","30.23","19.38","16.28","71.40"
"898","30239","RAMON QUINONES PACHECO","HUMACAO","FAJARDO","FAJARDO","CALLE FEDERICO GARCIA 155","FAJARDO","PR","00738-0000","(18.32564, -65.6511)","863-0624","860-6782","RICARDO DONATI BERRIOS","URBANA","SI","ELEMENTAL","K - 6","K - 6","282",,,,,,"39","63","35","40","52","48",,"5",,,,,,,,,"59.71","2.88","37.41","30.94","28.78","66.19","2.88","30.94","38.13","28.06","52.52","10.79","36.69","39.57","12.95","85.45"
"899","12336","RAMON TORRES RIVERA","BAYAMON","OROCOVIS","MOROVIS","CARR 155 KM 5 HM 9 RAMAL 567 BO SAN LORENZO","MOROVIS","PO BOX 1772","00687-0000","(18.30338, -66.43418)","862-3406","862-3406","MIRIAM ALVARADO","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","175",,,,,,"22","17","15","13","22","18","25",,"25","18",,,,,,,"70.59","8.40","21.01","18.49","52.10","68.91","1.68","29.41","16.81","52.10","59.66","6.72","33.61","29.41","30.25","84.94"
"900","62950","RAMON VILA MAYO","SAN JUAN","SAN JUAN II","SAN JUAN III","CALLE BRUMBAUGH, #1014","SAN JUAN","PR","00936-8158","(18.40036, -66.05112)","772-9864","767-1258","ELIZABETH MELENDEZ RESTO","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","636",,,,,,,,,,,,"51",,"62","65","143",,"96","93","90","36","33.33","10.67","56","21.33","12","1.33","40","58.67","1.33","0","25.68","41.89","32.43","17.57","8.11","82.56"
"901","41921","RAUL YBARRA","MAYAGUEZ","MAYAGUEZ","MARICAO","AVE LUCHETTI CARR 120","MARICAO","PR","00606-0000","(18.18268, -66.97977)","838-2150","838-2420","JOSE A. PEREZ MILLAN","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","233",,,,,,"16","19","20","18","17","14","20",,"51","42",,"16",,,,,"39.55","13.56","46.89","24.29","15.25","30.11","17.05","52.84","20.45","9.66","22.60","31.64","45.76","15.25","7.34","79.04"
"902","28365","REGINO VEGA MATINEZ","CAGUAS","CIDRA","CIDRA","CARR. 734 KM. 1 HM 8","CIDRA","PR","7390000","(18.16578, -66.14784)","739-6626","714-6117","ROSA ORTIZ JOSE","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","388",,,,"9",,"49","49","41","54","61","47","78",,,,,,,,,,"45.05","16.67","38.29","22.07","22.97","34.38","14.29","51.34","22.77","11.61","36.61","14.29","49.11","27.68","8.93","85.60"
"903","65995","RENE MARQUES","SAN JUAN","CAROLINA","CAROLINA II","CALLE 16 FINAL  JARDINES COUNTRY CLUB","CAROLINA","PR","00984-3335","(18.42293, -65.97511)","757-2760","757-2760","JULIA CHICLANA ORTIZ","URBANA","SI","INTERMEDIO","9-Jul","8-Jun","457",,,,,,,,,,,,"88",,"184","185",,,,,,,"55.34","13.27","31.39","32.69","22.65","10.68","20.39","68.93","10.03","0.65","42.07","31.07","26.86","25.24","16.83","69.15"
"904","61515","REPUBLICA DE BRAZIL","SAN JUAN","SAN JUAN I","SAN JUAN II","CALLE 48 # 1258 LA RIVIERA","SAN JUAN","PR","00921-0000","(18.39543, -66.08183)","782-7714","782-7715","JOSE L. MALDONADO RODRIGUEZ","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","240",,,,,,"25","51","50","39","43","31",,"1",,,,,,,,,"50","10.37","39.63","29.88","20.12","49.39","10.98","39.63","28.66","20.73","39.51","25.93","34.57","22.84","16.67","83.33"
"905","62877","REPUBLICA DE COLOMBIA","SAN JUAN","SAN JUAN II","SAN JUAN III","CALLE MAXIMO ALOMAR URB SAN AGUSTIN","SAN JUAN","PR","00923-0000","(18.39772, -66.04092)","764-4910","282-8489","BRUNILDA CASTRO","URBANA","SI","SECUNDARIO","12-Sep","6 - 12, EEI, EES","368",,,,,,,,,,,,,,,,"74","36","100","65","63","30","6.12","48.98","44.90","6.12","0","0","64.58","35.42","0","0","4.17","70.83","25","4.17","0","91.15"
