"caso","tr_mite","fecha_de_radicaci_n","a_o_de_radicaci_n","mes_de_radicaci_n","catastro","municipio","direcci_n","regi_n","status","adjudicado_o_pendiente","fecha_de_adjudicaci_n","siglas","x","y","radicado_por_pa","nombre_del_proyecto","publico_o_privado","rural_o_urbano","due_o_del_proyecto","costo_estimado","location_1","lat","lon"
"2014-302344-PCO-29970","Permiso Construccion","2014-11-06T12:27:00.000","2014","2014.11","029-099-010-60","Arecibo","Carr. 129, Km. 5.2 Int., ., Hato Arriba, Arecibo","Arecibo","Expedido","Adjudicado","2016-01-19T00:00:00.000","PCO-CONV","165750.088531179","266670.57420593","No","Vivienda","Privado","Rural","JOSE ROLON ","5324","(18.4354209899902, -66.7575378417968)","18.435420989990199","-66.757537841796804"
"2014-299678-PCO-29969","Permiso Construccion Cert.","2014-11-06T11:17:00.000","2014","2014.11","058-079-160-02","Vega Alta","Local 111 2, 29.7, Plaza Caribe Mall, Espinosa, Vega Alta","Arecibo","Expedido","Adjudicado","2015-05-06T00:00:00.000","PCO-CERT","211886.223894639","264105.37688593898","Si","BPPR Vega Alta Branch Interior Remodeling","Privado","Urbano","LUIS PICO ","25000","(18.4124870300292, -66.3208312988281)","18.412487030029201","-66.320831298828097"
"2014-299418-PCO-29967","Permiso Construccion Cert.","2014-11-06T10:03:00.000","2014","2014.11","284-062-140-02","Hormigueros","Carretera Pr-345, Km 1.5, Parque Industrial, Hormigueros, Hormigueros","Aguadilla","Expedido","Adjudicado","2014-12-11T00:00:00.000","PCO-CERT","127705.49729332","233491.66767611","No","AmaGon LLC, Divisiones Interiores","Privado","Urbano","ROBÍN GONZÁLEZ GONZÁLEZ","47174.19","(18.1347122192382, -67.1164932250976)","18.1347122192382","-67.116493225097599"
"2013-198411-PCO-29947","Permiso Construccion Cert.","2014-11-05T19:45:00.000","2014","2014.11","037-000-038-09","Dorado","Carr. # 693, 10.7, Sabanera Dorado, Higuillar, Dorado","Central","Expedido","Adjudicado","2014-11-14T00:00:00.000","PCO-CERT",,,"No","SABANERA DORADO - MODELOS FASE IV","Privado","Urbano","HACIENDA SAN MARTIN,  INC. ","190676",,,
"2014-282373-PCO-29928","Permiso Construccion Cert.","2014-11-05T16:12:00.000","2014","2014.11","010-045-022-13","Camuy","Calle Iguina, Frente A Plaza De Recreo, Bo. Pueblo, Barrio Pueblo, Camuy","Arecibo","Expedido","Adjudicado","2016-01-29T00:00:00.000","PCO-CERT","156579.33933022001","272165.73831634002","No","Remodelacion Legislatura Municipal ","Público","Urbano","AWILDA MARTÍNEZ ","449061","(18.4849014282226, -66.8444671630859)","18.484901428222599","-66.844467163085895"
"2014-301295-PCO-29927","Permiso Construccion Cert.","2014-11-05T15:40:00.000","2014","2014.11","300-014-453-05","Cayey","Carr 184, Km 0.7, Beatriz, Beatriz, Cayey","Humacao","Expedido","Adjudicado","2015-02-19T00:00:00.000","PCO-CERT","235242.304141189","234936.218402739","No","Instalacion de Vagon de Oficina","Privado","Rural","NELSON PAGAN  ","4500","(18.1486930847167, -66.1002807617187)","18.148693084716701","-66.100280761718693"
"2014-302170-PCO-29888","Permiso Construccion Cert.","2014-11-05T14:09:00.000","2014","2014.11","062-045-004-05","San Juan","Carr 2, Km 3.9, ., Gobernador Piñero, San Juan","Central","Pre-aprobado","Adjudicado",,"PCO-CERT","235270.182850549","265049.20691096899","Si","ENMIENDA VALLA PUBLICITARIA","Privado","Rural","PAN AMERICAN GRAIN MFG CO ","52000","(18.4206619262695, -66.0993347167968)","18.420661926269499","-66.099334716796804"
"2014-299418-PCO-29887","Permiso Construccion Cert.","2014-11-05T13:48:00.000","2014","2014.11","284-062-140-02","Hormigueros","Carretera Pr-345, Km 1.5, Parque Industrial, Hormigueros, Hormigueros","Aguadilla","Cancelado","Adjudicado","2015-11-13T00:00:00.000","PCO-CERT","127705.49729332","233491.66767611","No","AmaGon LLC, Divisiones Interiores","Privado","Urbano","ROBÍN GONZÁLEZ GONZÁLEZ","47174.19","(18.1347122192382, -67.1164932250976)","18.1347122192382","-67.116493225097599"
"2014-294907-PCO-29869","Permiso Construccion Cert.","2014-11-05T11:56:00.000","2014","2014.11","321-065-326-05","Coamo","556, 3.1 Interior, San Diego, Pasto, Coamo","Ponce","Expedido","Adjudicado","2015-02-02T00:00:00.000","PCO-CERT","208987.857874179","229828.35821121","No","CARLOS R. CRUZ COLON","Privado","Rural","CARLOS R CRUZ ","7337.5","(18.1028137207031, -66.3484191894531)","18.1028137207031","-66.348419189453097"
"2014-302076-PCO-29868","Permiso Construccion Cert.","2014-11-05T11:03:00.000","2014","2014.11","210-000-007-17","Las Marías","Carr. 408, Km 8.1 Int, Sector Mayagüecillos, Palma Escrita, Las Marías","Aguadilla","Expedido","Adjudicado","2015-04-22T00:00:00.000","PCO-CERT","141737.56149676","242644.32034029","No","Julio Báez Torres","Privado","Rural","JULIO BÁEZ TORRES","136000","(18.2178325653076, -66.9841537475585)","18.217832565307599","-66.984153747558494"
"2014-290238-PCO-29867","Permiso Construccion Cert.","2014-11-05T09:26:00.000","2014","2014.11","008-083-325-61","Isabela","Carr. Pr-446, Km. 2.2, Calle Municipal, Galateo Bajo, Isabela","Aguadilla","Expedido","Adjudicado","2014-11-20T00:00:00.000","PCO-CERT","141508.30975736","270678.140283769","No","Permiso de Braulio Gonzalez","Privado","Rural","BRAULIO  GONZALES BADILLO","0","(18.4711036682128, -66.9871292114257)","18.471103668212798","-66.987129211425696"
"2014-302101-PCO-29847","Permiso Construccion Cert.","2014-11-05T00:36:00.000","2014","2014.11","070-011-002-42","Moca","111, 3.1 Int, Pueblo, Barrio Pueblo, Moca","Aguadilla","Expedido","Adjudicado","2015-03-11T00:00:00.000","PCO-CERT","127248.21306699001","262951.88219541899","No","Construccion de Gazaebo Residencial","Privado","Rural","GLADYS MENDEZ ","7000","(18.4008617401123, -67.1218643188476)","18.400861740112301","-67.121864318847599"
"2014-273388-PCO-29607","Permiso Construccion Cert.","2014-11-03T09:14:00.000","2014","2014.11","473-084-041-23","Culebra","Carr. 250 Interior, Km. 2.5, Sector Las Delicias, Flamenco, Culebra","Central","En Subsanación","Pendiente",,"PCO-CERT","320981.143547329","253703.60913694001","No","Res. Ana L. Flores","Privado","Rural","ANA FLORES ","45000","(18.3151264190673, -65.2889175415039)","18.315126419067301","-65.288917541503906"
"2014-297414-PCO-29827","Permiso Construccion Cert.","2014-11-04T20:51:00.000","2014","2014.11","360-040-542-03","Yauco","Camino Municipal, Hc-4, Loma Del Viento, Susúa Alta, Yauco","Ponce","Expedido","Adjudicado","2015-01-20T00:00:00.000","PCO-CERT","152844.25551712001","224064.31884349001","No","Ampliacion Sra. Kanyra Padilla","Privado","Rural","KANYRA PADILLA HERNANDEZ","114286","(18.050235748291, -66.8787231445312)","18.050235748291001","-66.878723144531193"
"2014-302015-PCO-29807","Permiso Construccion Cert.","2014-11-04T15:58:00.000","2014","2014.11","009-098-642-03","Camuy","Carr. # 2, Km. 93.7, Int., N/A, Yeguada, Camuy","Arecibo","Expedido","Adjudicado","2015-01-20T00:00:00.000","PCO-CERT","151929.337172789","270348.90631062002","No","Residencia Jonathan Jimenez","Privado","Rural","JONATHAN JIMENEZ ","44368","(18.4683876037597, -66.8884506225585)","18.468387603759702","-66.888450622558494"
"2014-237349-PCO-29787","Permiso Construccion Cert.","2014-11-04T14:59:00.000","2014","2014.11","345-033-033-08","Coamo","1er Piso Obispo Salamanca, #7, Barrio Pueblo, Barrio Pueblo, Coamo","Ponce","Expedido","Adjudicado","2015-01-07T00:00:00.000","PCO-CERT","208182.20057039001","227463.16768369","No","Interior Oficina Comercial #7 Obispo Salamanca","Privado","Urbano","GUILLERMO ACEVEDO DÁVILA","7632.77","(18.0814476013183, -66.3560409545898)","18.081447601318299","-66.356040954589801"
"2014-300858-PCO-29767","Permiso Construccion Cert.","2014-11-04T13:07:00.000","2014","2014.11","291-000-002-53","Adjuntas","Carretera Pr-503, Km 22.0, Barrio Portugues, Portugués, Adjuntas","Ponce","Expedido","Adjudicado","2015-01-30T00:00:00.000","PCO-CERT","174578.75191657001","235069.71746682","No","Cesar Gonzalez Martinez","Privado","Rural","CESAR  GONZALEZ MARTINEZ","42743","(18.1500377655029, -66.6735763549804)","18.150037765502901","-66.673576354980398"
"2013-218713-PCO-29747","Permiso Construccion Cert.","2014-11-04T13:03:00.000","2014","2014.11","112-016-010-13","Toa Alta","861, 6.8, El Siete, Mucarabones, Toa Alta","Central","Expedido","Adjudicado","2014-11-17T00:00:00.000","PCO-CERT","222693.62605371","259169.04767407","No","Kiosco Wings Burger","Privado","Urbano","JUAN RODRIGUEZ ","8000","(18.3678016662597, -66.2185974121093)","18.367801666259702","-66.218597412109304"
"2014-301596-PCO-29729","Permiso Construccion Cert.","2014-11-04T10:21:00.000","2014","2014.11","011-078-412-99","Arecibo","Carr. # 2, Km.79.8, Int., N/A, Hato Abajo, Arecibo","Arecibo","Expedido","Adjudicado","2015-03-18T00:00:00.000","PCO-CERT","165107.96058863","270980.070156759","No","Residencia, Zuleiska Nazario","Privado","Rural","ZULEISKA NAZARIO VEGA","77111","(18.4743461608886, -66.7636947631835)","18.474346160888601","-66.763694763183494"
"2011-798439-PCO-29728","Permiso Construccion Cert.","2014-11-04T09:59:00.000","2014","2014.11","007-074-291-69","Isabela","Pr-2  Calle Guatemala, Km. 113.4 Int. Norte, Sector El Ramal, Guerrero, Isabela","Aguadilla","Cancelado","Adjudicado","2015-11-13T00:00:00.000","PCO-CERT","136004.95346265001","271046.80134464899","No","Permiso de Construccion Sr. Noel Feliciano","Privado","Rural","NOEL FELICIANO ","55700","(18.4742755889892, -67.0392379760742)","18.474275588989201","-67.039237976074205"
"2014-301675-PCO-29727","Permiso Construccion Cert.","2014-11-04T07:22:00.000","2014","2014.11","161-075-356-10","Utuado","Pr-111 Ramal Pr-622, Km. 1.7(Int.) Lote E, Sector Jacanas, Caguana, Utuado","Arecibo","Expedido","Adjudicado","2014-12-05T00:00:00.000","PCO-CERT","169622.413303079","250314.58784724001","No","Residencia del Sr. Juan Victor Acevedo Maldonado","Privado","Rural","JUAN ACEVEDO MALDONADO","17725","(18.2877082824707, -66.7206420898437)","18.2877082824707","-66.720642089843693"
"2014-301852-PCO-29708","Permiso Construccion Cert.","2014-11-03T22:42:00.000","2014","2014.11","031-063-010-09","Arecibo","Pr 2, 69.5, Santana, Santana, Arecibo","Arecibo","Expedido","Adjudicado","2014-12-07T00:00:00.000","PCO-CERT","174932.97288998001","267934.54817154899","Si","OFICINAS PROFESIONALES SANTANA","Privado","Urbano","JONATHAN  LIZARDI ","13235","(18.4469680786132, -66.6706314086914)","18.4469680786132","-66.670631408691406"
"2014-301875-PCO-29707","Permiso Construccion Cert.","2014-11-03T22:30:00.000","2014","2014.11","097-013-006-01","Aguada","Carretera # 417 Interior, 2.45, Santiago, Mal Paso, Aguada","Aguadilla","Expedido","Adjudicado","2015-01-30T00:00:00.000","PCO-CERT","122010.33591793","259535.062860479","No","Const. Residencia Marcos A Reyes","Privado","Rural","MARCOS REYES ","52662.5","(18.3698081970214, -67.1713027954101)","18.369808197021399","-67.171302795410099"
"2014-301852-PCO-29688","Permiso Construccion Cert.","2014-11-03T21:44:00.000","2014","2014.11","031-063-010-09","Arecibo","Pr 2, 69.5, Santana, Santana, Arecibo","Arecibo","Validación","Pendiente",,"PCO-CERT","174932.97288998001","267934.54817154899","Si","OFICINAS PROFESIONALES SANTANA","Privado","Urbano","JONATHAN  LIZARDI ",,"(18.4469680786132, -66.6706314086914)","18.4469680786132","-66.670631408691406"
"2014-301835-PCO-29672","Permiso Construccion Cert.","2014-11-03T15:49:00.000","2014","2014.11","007-089-415-90","Isabela","Carr. Pr-2 Interseccion Carr. Pr-474, /, /, Coto, Isabela","Aguadilla","Expedido","Adjudicado","2014-11-24T00:00:00.000","PCO-CERT","139439.18449387001","270848.757512499","No","Const. piso e Inst. de una caseta prefabricada ","Privado","Rural","LUIS  PEREZ ","7780","(18.4725875854492, -67.006721496582)","18.472587585449201","-67.006721496582003"
"2014-299904-PCO-29670","Permiso Construccion Cert.","2014-11-03T15:18:00.000","2014","2014.11","054-000-005-92","Barceloneta","Carr.Pr-2, Km 58.2 , Pfizer Pharmaceuticals Llc, Florida Afuera, Barceloneta","Arecibo","Expedido","Adjudicado","2015-07-22T00:00:00.000","PCO-CERT","185438.49350954001","266683.30344697001","No","Pfizer B - B108 UPS Backup System","Privado","Rural","RAMÓN  FRONTANÉS ","74000","(18.4357604980468, -66.571174621582)","18.4357604980468","-66.571174621582003"
"2014-300698-PCO-29669","Permiso Construccion Cert.","2014-11-03T15:11:00.000","2014","2014.11","056-000-004-27","Manatí","Carr. Pr-2, Km. 45.6, Janssen-Ortho, Coto Norte, Manatí","Arecibo","Cancelado","Adjudicado","2015-11-05T00:00:00.000","PCO-CERT","197925.25492457001","266584.197900409","No","Ortho - Alcohol Storage Warehouse Modifications","Privado","Urbano","STEVEN KREISHER ","270150","(18.4349136352539, -66.4529724121093)","18.434913635253899","-66.452972412109304"
"2014-301257-PCO-29668","Permiso Construccion Cert.","2014-11-03T15:01:00.000","2014","2014.11","219-000-003-40","Orocovis","Avenidad San Juan Bautista Pr-155, Km. 31.8   Lote-3, Sector, Barros, Orocovis","Ponce","Expedido","Adjudicado","2015-01-13T00:00:00.000","PCO-CERT","203056.21072962001","245320.177703269","Si","RESIDENCIA DE TRES HABITACIONES Y DOS BAÑOS","Privado","Rural","ELIUT ORTIZ MALDONADO","68000","(18.2430438995361, -66.4069442749023)","18.243043899536101","-66.406944274902301"
"2014-301656-PCO-29667","Permiso Construccion Cert.","2014-11-03T14:48:00.000","2014","2014.11","011-000-008-90","Hatillo",". Carr 2, 84.4, ., Carrizales, Hatillo","Arecibo","Expedido","Adjudicado","2014-11-21T00:00:00.000","PCO-CERT","163536.61773934","271823.93958955898","Si","Enmienda a pantalla digital Horizon Media Hatillo","Privado","Urbano","FRANCISCO VALENCIA ","152000","(18.4819431304931, -66.7785873413085)","18.4819431304931","-66.778587341308494"
"2014-301536-PCO-29647","Permiso Construccion Cert.","2014-11-03T11:07:00.000","2014","2014.11","228-039-253-04","Naguabo","Carr. Pr-950, Km. 1.7, Interior, Sector La Suiza, Peña Pobre, Naguabo","Humacao","Expedido","Adjudicado","2014-12-23T00:00:00.000","PCO-CERT","264615.985766689","244817.079374689","No","LEGALIZAR CONSTRUCCION DE RESIDENCIA","Privado","Rural","EDWIN RIVERA MORALES","72000","(18.2372798919677, -65.8223724365234)","18.237279891967699","-65.822372436523395"
"2014-299977-PCO-29627","Permiso Construccion Cert.","2014-11-03T09:25:00.000","2014","2014.11","150-081-598-02","Fajardo","Calle #3 (Calle Orquídea), Solar #82, Urb. Naranjo Valley, Naranjo, Fajardo","Central","Expedido","Adjudicado","2016-02-19T00:00:00.000","PCO-CERT","279083.71189992002","253364.39794428","No","Remodelación de una Residencia","Privado","Rural","MARCO A. ANDRADE ","30000","(18.3140182495117, -65.6852493286132)","18.314018249511701","-65.685249328613196"
"2014-301556-PCO-29587","Permiso Construccion Cert.","2014-11-02T11:36:00.000","2014","2014.11","421-013-326-06","Arroyo","H-6 Calle # 4, H-6, Urb.Villas De Arroyo, Ancones, Arroyo","Humacao","Cancelado","Adjudicado","2015-11-04T00:00:00.000","PCO-CERT","240657.49240013","217585.730753629","No","Sra.Zulma Gracia Rivera","Privado","Urbano","SRA.ZULMA GRACIA RIVERA","47128","(17.9918365478515, -66.049446105957)","17.991836547851499","-66.049446105957003"
"2014-262003-PCO-29568","Permiso Construccion Cert.","2014-10-31T15:39:00.000","2014","2014.1","032-000-010-48","Barceloneta","Pr-2 Norte, 0.0, Cruce Dávila, Florida Afuera, Barceloneta","Arecibo","Expedido","Adjudicado","2015-07-22T00:00:00.000","PCO-CERT","185900.03156137001","266611.86214862001","No","Mejoras a la Planta de Tratamiento de Aguas Usadas","Privado","Rural","ESMERALDO BLANCO ","1225714","(18.4351177215576, -66.5668029785156)","18.435117721557599","-66.566802978515597"
"2014-280806-PCO-29567","Permiso Construccion Cert.","2014-10-31T15:31:00.000","2014","2014.1","024-039-589-05","Moca","Carretera Pr-2, 117.3, N/A, Aceitunas, Moca","Aguadilla","Expedido","Adjudicado","2014-11-12T00:00:00.000","PCO-CERT","132357.808266429","268915.77862393","No","Construccion de Edificio Honeywell Aerospace ","Público","Urbano","JORGE MORALES ","18009645","(18.4549102783203, -67.0736999511718)","18.454910278320298","-67.073699951171804"
"2014-278673-PCO-29547","Permiso Construccion Cert.","2014-10-31T11:43:00.000","2014","2014.1","002-091-452-01","Aguadilla","Carr Num 110, Km. 9.1, ., Aguacate, Aguadilla","Aguadilla","Expedido","Adjudicado","2014-12-09T00:00:00.000","PCO-CERT","127335.52328083001","273986.02826196898","No","Eric Ruiz Colon","Privado","Rural","ERIC RUIZ COLON","12500","(18.5005531311035, -67.1214294433593)","18.500553131103501","-67.121429443359304"
"2014-293550-PCO-29527","Permiso Construccion Cert.","2014-10-31T10:50:00.000","2014","2014.1","420-082-477-51","Guayama","Ave Jose A Torres Esq. Juan E. Vargas, 1, Coplejo Deportivo, Barrio Pueblo, Guayama","Humacao","Cancelado","Adjudicado","2015-11-27T00:00:00.000","PCO-CERT","233480.7888332","215363.079410559","No","Guayama Skatepark","Público","Urbano","ROBERTO ALSINA MIRANDA","365534","(17.9718780517578, -66.1172409057617)","17.971878051757798","-66.117240905761705"
"2014-301321-PCO-29508","Permiso Construccion","2014-10-31T09:54:00.000","2014","2014.1","163-000-002-41","Utuado","Carr. 140, Km. 38.8 Int., ., Mameyes Abajo, Utuado","Arecibo","Expedido","Adjudicado","2014-12-24T00:00:00.000","PCO-CONV","182053.04422551001","251915.47392662","No","VIVIENDA EN VAGON ALUMINIO","Privado","Rural","JUAN ESCRIBANO ","5538.17","(18.3023128509521, -66.6030883789062)","18.302312850952099","-66.603088378906193"
"2011-526287-PCO-29507","Permiso Construccion Cert.","2014-10-31T09:08:00.000","2014","2014.1","256-002-052-08","Naguabo","Carretera Estatal Pr-31, Km 3.7, Duque, Duque, Naguabo","Humacao","Expedido","Adjudicado","2014-11-06T00:00:00.000","PCO-CERT","273550.473209719","242250.33096801001","No","Walgreens Naguabo","Privado","Urbano","ENRIQUE  BLANES PALMER","259722.76","(18.2138023376464, -65.7379913330078)","18.213802337646399","-65.737991333007798"
"2014-299762-PCO-29487","Permiso Construccion Cert.","2014-10-30T17:54:00.000","2014","2014.1","071-090-193-58","San Sebastián","Pr 445, Km. 4.1 Int., Saltos 1, Salto, San Sebastián","Aguadilla","Cancelado","Adjudicado","2015-11-06T00:00:00.000","PCO-CERT","139551.14298395001","260466.652317909","No","Residencia Sr. Luis Sanchez","Privado","Rural","LUIS SANCHEZ ","117000","(18.378791809082, -67.0053558349609)","18.378791809081999","-67.005355834960895"
"2012-108547-PCO-29470","Permiso Construccion Cert.","2014-10-30T16:46:00.000","2014","2014.1","025-000-001-98","Moca","Carr. 464, Km. 0.5, La Llamarada, Aceitunas, Moca","Aguadilla","Expedido","Adjudicado","2015-05-08T00:00:00.000","PCO-CERT","134344.01597978","268674.98480734002","No","La Llamarada","Privado","Rural","EDWIN RAFOLS ","180000","(18.4527969360351, -67.0548934936523)","18.452796936035099","-67.054893493652301"
"2014-301183-PCO-29469","Permiso Construccion Cert.","2014-10-30T16:33:00.000","2014","2014.1","272-053-246-14","Coamo","Pr 143, Km 52.61, Hayales, Hayales, Coamo","Ponce","Cancelado","Adjudicado","2014-12-05T00:00:00.000","PCO-CERT","207725.61055245","237119.045004449","No","Cafeteria y Bar del Sr. Saulo Colon","Privado","Rural","SAULO COLON ORTIZ","91543","(18.1686897277832, -66.3603134155273)","18.1686897277832","-66.360313415527301"
"2014-300871-PCO-29468","Permiso Construccion","2014-10-30T16:23:00.000","2014","2014.1","420-042-160-25","Guayama","Calle Mc Arthur # 41 Sur, Esq. Enrique Gonzalez, Pueblo, Barrio Pueblo, Guayama","Humacao","Expedido","Adjudicado","2014-11-26T00:00:00.000","PCO-CONV","233483.95014718","216637.566331009","No","Iglesia Bautista Raham de Guayama Inc.","Privado","Urbano","FRANCISCO REYES ","1096.85","(17.9833927154541, -66.1171951293945)","17.983392715454102","-66.117195129394503"
"2014-301205-PCO-29467","Permiso Construccion Cert.","2014-10-30T15:49:00.000","2014","2014.1","102-000-010-15","Hatillo","Carr129, Km 18.9, Las Cavernas, Bayaney, Hatillo","Arecibo","Expedido","Adjudicado","2015-01-20T00:00:00.000","PCO-CERT","158951.87962809001","256642.11395401001","No","Mejoras al Parque Nacional de las Cavernas","Público","Rural","COMPANIA PARQUES NACIONALES  ","892000","(18.3446979522705, -66.8216934204101)","18.344697952270501","-66.821693420410099"
"2014-293555-PCO-29454","Permiso Construccion Cert.","2014-10-30T13:17:00.000","2014","2014.1","056-013-535-01","Manatí","Calle Angel Ramos, B-32, Urbanización San Salvador, Barrio Pueblo, Manatí","Arecibo","Cancelado","Adjudicado","2015-11-05T00:00:00.000","PCO-CERT","194412.20669199","266110.145065099","No","SUSTITUCIÓN DE TECHO DE PARROQUIA EL SALVADOR","Privado","Urbano","MELQUIADES ROJAS RODRIGUEZ","189450","(18.4306240081787, -66.486228942871)","18.4306240081787","-66.486228942870994"
"2013-222810-PCO-29453","Permiso Construccion Cert.","2014-10-30T13:13:00.000","2014","2014.1","297-038-100-03","Aibonito","Calle Degetau Final , #62 (203), Barrio Pueblo, Caonillas, Aibonito","Ponce","Expedido","Adjudicado","2014-12-03T00:00:00.000","PCO-CERT","217817.1641354","234282.32558490001","Si","Consultorio Médico - Dr. Jose O. García","Privado","Urbano","JOSE GARCIA BURGOS","65500","(18.1429996490478, -66.2649612426757)","18.142999649047798","-66.264961242675696"
"2014-301016-PCO-29452","Permiso Construccion Cert.","2014-10-30T11:17:00.000","2014","2014.1","028-019-181-37","Hatillo","Carr. 130, Km.1.4, Int., N/A, Capáez, Hatillo","Arecibo","Expedido","Adjudicado","2015-02-13T00:00:00.000","PCO-CERT","159184.84963161001","269730.85676462","No","Residencia, Martina Martinez","Privado","Rural","MARTINA  MARTINEZ ","50773.5","(18.4629535675048, -66.8197479248046)","18.462953567504801","-66.819747924804602"
"2014-300977-PCO-29451","Permiso Construccion Cert.","2014-10-30T10:15:00.000","2014","2014.1","069-000-006-94","Aguada","Carr. 417, Km. 0.7 Int., Solar #18, Asomante, Aguada","Aguadilla","Expedido","Adjudicado","2015-01-26T00:00:00.000","PCO-CERT","121007.15249573","260691.216489799","No","Residencia - Javier A. Rivera","Privado","Rural","JAVIER RIVERA ","124986.28","(18.3802165985107, -67.1808395385742)","18.3802165985107","-67.180839538574205"
"2014-299535-PCO-29449","Permiso Construccion Cert.","2014-10-30T09:46:00.000","2014","2014.1","344-039-287-10","Coamo","Carr. 150, 19.2, Villas De Santa Catalina, San Ildefonso, Coamo","Ponce","Expedido","Adjudicado","2014-12-02T00:00:00.000","PCO-CERT","205393.44092403","227365.54274634901","No","Apartamentos El Corazon","Privado","Rural","PABLO ZAYAS ","47064.5","(18.0805740356445, -66.3823852539062)","18.080574035644499","-66.382385253906193"
"2012-053026-PCO-29448","Permiso Construccion Cert.","2014-10-30T09:21:00.000","2014","2014.1","070-031-030-06","Moca","Pr-125, Km. 4.1 Int. Sur, Calle Muncipal Jesus Ramos, Barrio Pueblo, Moca","Aguadilla","Expedido","Adjudicado","2014-12-11T00:00:00.000","PCO-CERT","127515.43723140001","262117.14856139","No","Mejoras & Reconstruccion Cementerio Municipal Moca","Público","Urbano","JOSE AVILES SANTIAGO","322171","(18.3933296203613, -67.1193008422851)","18.3933296203613","-67.119300842285099"
"2011-030739-PCO-25546","Permiso Construccion Cert.","2011-05-02T11:07:00.000","2011","2011.05","007-000-008-00","Isabela","Industrial, 699, Indutrial, Bejucos, Isabela","Aguadilla","Expedido","Adjudicado","2011-06-30T00:00:00.000","PCO-CERT",,,"No","Site Improvements, Lido Deck","Privado","Urbano","GUTBERTO  ROSADO ","73590",,,
"2014-300891-PCO-29447","Permiso Construccion Cert.","2014-10-30T08:32:00.000","2014","2014.1","102-077-094-24","Camuy","Carr. 454, Km.6.9, Int., N/A, Quebrada, Camuy","Arecibo","Expedido","Adjudicado","2014-11-21T00:00:00.000","PCO-CERT","157647.83631943","257608.971620789","No","Residencia, Luis Rivera Perez","Privado","Rural","LUIS RIVERA  PEREZ","33978.87","(18.3499946594238, -66.8340530395507)","18.3499946594238","-66.834053039550696"
"2014-300778-PCO-29436","Permiso Construccion Cert.","2014-10-29T18:52:00.000","2014","2014.1","115-058-339-54","Trujillo Alto","Carr 846 Parcela 97, 97, Villa Margarita, Cuevas, Trujillo Alto","Central","Expedido","Adjudicado","2014-12-23T00:00:00.000","PCO-CERT","244428.781565329","257992.20499408001","No","Residencia Hernandez","Privado","Rural","SECUNDINO  HERNANDEZ ","3500","(18.3568286895751, -66.0129623413085)","18.356828689575099","-66.012962341308494"
"2014-300899-PCO-29435","Permiso Construccion Cert.","2014-10-29T18:50:00.000","2014","2014.1","201-094-205-02","Juncos","185, 19.4, Pinas, Gurabo Abajo, Juncos","Humacao","Cancelado","Adjudicado","2015-12-12T00:00:00.000","PCO-CERT","254590.42981611","246126.928278329","No","CONSTRUCCION CENTRO COMUNAL PINAS JUNCOS","Público","Urbano","CARLOS  MILLIAN RIVERA","152994","(18.2493934631347, -65.9171295166015)","18.249393463134702","-65.917129516601506"
"2014-301008-PCO-29434","Permiso Construccion Cert.","2014-10-29T16:29:00.000","2014","2014.1","226-082-493-36","Gurabo","Calle E, # 36, Urb. Estancias De Monte Verde, Navarro, Gurabo","Humacao","Expedido","Adjudicado","2014-11-03T00:00:00.000","PCO-CERT","246588.12341688","243169.11960859","No","ENMIENDA A PERMISO CONSTRUCCION-RES. HORACIO AYALA","Privado","Urbano","HORACIO  AYALA-AGOSTO ","5037.5","(18.222858428955, -65.9928665161132)","18.222858428955","-65.992866516113196"
"2013-159242-PCO-29432","Permiso Construccion Cert.","2014-10-29T14:39:00.000","2014","2014.1","150-026-014-10","Fajardo","Calle La Milagrosa, B5, Urb. Garcia Ponce, Barrio Pueblo, Fajardo","Central","Expedido","Adjudicado","2015-06-08T00:00:00.000","PCO-CERT","282190.22084549","255688.59748954","No","LEGALIZAR AMPLIACION DE RESIDENCIA","Privado","Urbano","SRA. AIDA JIMENEZ FONTANEZ","8000","(18.3348999023437, -65.6557693481445)","18.3348999023437","-65.655769348144503"
"2014-300136-PCO-29431","Permiso Construccion Cert.","2014-10-29T11:43:00.000","2014","2014.1","296-080-260-49","Aibonito","#723, 2.3 Int.,, Mango, Asomante, Aibonito","Ponce","Expedido","Adjudicado","2014-12-23T00:00:00.000","PCO-CERT","212800.83362088","232879.263006369","No","CARLOS RIVERA MARTINEZ","Privado","Rural","CARLOS RIVERA ","25000","(18.1303596496582, -66.3123703002929)","18.1303596496582","-66.312370300292898"
"2014-292487-PCO-29429","Permiso Construccion Cert.","2014-10-29T09:58:00.000","2014","2014.1","420-082-477-51","Guayama","Carr 54, K.M 2.2 Interior, Barrio Pueblo, Barrio Pueblo, Guayama","Humacao","Expedido","Adjudicado","2015-07-22T00:00:00.000","PCO-CERT","233480.7888332","215363.079410559","No","MEJORAS AL PARQUE DE LOS ROCIADORES","Público","Urbano","EDUARDO CINTRON ","139200","(17.9718780517578, -66.1172409057617)","17.971878051757798","-66.117240905761705"
