"calendario","genero","institucion_de_procedencia","campus","program","gpa","igs","location_1"
"Calendario Académico 13-14","Femenino","0001154-E/S LORENZO VIZCARRONDO","CAROLINA","831502 - Bachillerato en Tecnología de la Publicidad Comercial","3.76","271","
CANOVANAS, PR 
(18.412783311000453, -65.89785000199964)"
"Calendario Académico 13-14","Femenino","0001352-E/S DR HERIBERTO DOMENECH","AGUADILLA","814201 - Bachillerato en Tecnología de Comunicación Tele-radial-Traslado Articulado UPR Arecibo","3.10","259","
ISABELA, PR 
(18.515853329000436, -67.09106999699964)"
"Calendario Académico 13-14","Femenino","0002869-COLEGIO SAN JUAN APOSTOL Y EVANGELISTA","CAYEY","500302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","3.94","302","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0002854-SAINT PATRICK'S BILINGUAL SCHOOL","CAYEY","501613 - Bachillerato en Artes con concentración en Psicología y Salud Mental","4.00","312","
CAYEY, PR 
(18.168636673000435, -66.09474668699966)"
"Calendario Académico 13-14","Femenino","0002870-COLEGIO ROSA BELL","BAYAMON","861226 - Bachillerato en Ciencias Naturales con concentración en Biología","4.00","327","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0002969-COLEGIO HECTOR URDANETA","CAROLINA","831621 - Bachillerato en Artes Ciencias Sociales en Justicia Criminal conc en Psicología Forense","3.63","316","
SAN LORENZO, PR 
(18.229343320000453, -65.96507000999964)"
"Calendario Académico 13-14","Femenino","0001345-E/S PETRA MERCADO BOUGART","HUMACAO","601613 - Bachillerato en Artes conc Psicología y Salud Mental de la Comunidad-TA UPR Cayey","4.00","334","
HUMACAO, PR 
(18.20652000600046, -65.79329334199963)"
"Calendario Académico 13-14","Femenino","0001525-E/S DR JUAN JOSE MAUNEZ PIMENTEL","RIOPIEDRAS","200417 - Bachillerato en Artes en Educación con concentración en Teatro","3.85","304","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001733-E/S PATRIA LATORRE RAMIREZ","RUM","300311 - Bachillerato en Ciencias en Administración de Empresas en Mercadeo (2004)","3.66","286","
SAN SEBASTIAN, PR 
(18.395099988000425, -67.00910998599966)"
"Calendario Académico 13-14","Femenino","0002687-SURESA INTERNATIONAL SCHOOL INC","AGUADILLA","810318 - Bachillerato en Sistemas de Oficina","3.61","242","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Femenino","0002873-COLEGIO DIOCESANO SANTIAGO APOSTOL","HUMACAO","600436 - Bachillerato en Educación Elemental concentración en Nivel Primario y Educación Especial","4.00","317","
FAJARDO, PR 
(18.391436643000475, -65.59305335299962)"
"Calendario Académico 13-14","Masculino","0002813-COLEGIO LA MILAGROSA","UTUADO","822103 - Grado Asociado en Administración de Empresas","2.49","201","
MERCEDITA, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Masculino","0003943-PUERTO RICO YOUTH CHALLENGE ACADEMY","RUM","300311 - Bachillerato en Ciencias en Administración de Empresas en Mercadeo (2004)","3.80","286","
SAN SEBASTIAN, PR 
(18.395099988000425, -67.00910998599966)"
"Calendario Académico 13-14","Femenino","0001591-E/S MANUEL RAMOS HERNANDEZ","ARECIBO","841224 - Bachillerato en Ciencias concentración en Ciencias de Cómputos","4.00","312","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Femenino","0001624-E/S GABRIELA MISTRAL","CAROLINA","830318 - Bachillerato en Sistemas de Oficina","3.69","270","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002827-COLEGIO BEATO CARLOS M RODRIGUEZ","RIOPIEDRAS","200915 - Bachillerato en Artes con concentración en Historia del Arte","3.69","290","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Femenino","0002807-COLEGIO NTRA SRA DE LOURDES","RIOPIEDRAS","201212 - Bachiller en Ciencias con concentración en Ciencias Ambientales","3.58","330","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Femenino","0001541-E/S ALBERTO MELENDEZ TORRES","PONCE","850419 - Bachillerato en Artes en Educación Elemental","4.00","262","
OROCOVIS, PR 
(18.293503323000436, -66.37785665899963)"
"Calendario Académico 13-14","Femenino","0001400-E/S DOMINGO APONTE COLLAZO","ARECIBO","844506 - Bachillerato en Ciencias con concentración en Microbiología","3.75","306","
LARES, PR 
(18.368009988000438, -66.89100998399965)"
"Calendario Académico 13-14","Masculino","0001640-E/S RAMON VILA MAYO","CAROLINA","831621 - Bachillerato en Artes Ciencias Sociales en Justicia Criminal conc en Psicología Forense","3.82","311","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002884-COLEGIO CALASANZ","RIOPIEDRAS","200925 - Bachillerato en Artes con concentración en Lenguas Modernas","3.94","308","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001310-E/S DRA CONCHITA CUEVAS","HUMACAO","601202 - Bachillerato en Ciencias con concentración en Biología General","4.00","347","
GURABO, PR 
(18.311056650000467, -65.98620334899965)"
"Calendario Académico 13-14","Masculino","0002888-COLEGIO BAUTISTA DE CAGUAS","BAYAMON","864002 - Bachillerato en Ciencias de Computadoras","3.46","306","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Masculino","0002990-COLEGIO SAN JUAN BOSCO","RIOPIEDRAS","200202 - Bachillerato en Diseño Ambiental","3.98","341","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001010-E/S JOSE EMILIO LUGO","RUM","301209 - Bachillerato en Ciencias en Geología(2003)","3.88","317","
ADJUNTAS, PR 
(18.250349979000475, -66.78218332199964)"
"Calendario Académico 13-14","Masculino","0001711-E/S MADAME LUCCHETTI","BAYAMON","860315 - Bachillerato en Gerencia de Materiales","2.86","271","
CATANO, PR 
(18.46258998400043, -66.13929000499962)"
"Calendario Académico 13-14","Femenino","0002870-COLEGIO ROSA BELL","RIOPIEDRAS","200317 - Bachillerato en Administración de Sistemas de Oficina","3.00","282","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Masculino","0001525-E/S DR JUAN JOSE MAUNEZ PIMENTEL","RUM","300102 - Bachillerato en Ciencias Agrícolas (2003)","3.48","276","
NAGUABO, PR 
(18.29637998700042, -65.79297000999964)"
"Calendario Académico 13-14","Masculino","0002990-COLEGIO SAN JUAN BOSCO","RUM","300501 - Bachillerato en Ciencias en Ingeniería Civil","3.98","341","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001111-E/S EN BELLAS ARTES PABLO CASALS","RIOPIEDRAS","200202 - Bachillerato en Diseño Ambiental","3.96","302","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0001390-E/S LEONIDES MORALES RODRIGUEZ","RUM","300308 - Bachillerato Ciencias Administración Empresas en Sistemas Computadorizados de Información","3.68","294","
LAJAS, PR 
(18.06632668800046, -67.06825999499966)"
"Calendario Académico 13-14","Masculino","0001031-E/S JUAN SUAREZ PELEGRINA","AGUADILLA","814201 - Bachillerato en Tecnología de Comunicación Tele-radial-Traslado Articulado UPR Arecibo","3.35","255","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Femenino","0002807-COLEGIO NTRA SRA DE LOURDES","RIOPIEDRAS","200914 - Bachillerato en Artes con concentración en Estudios Interdisciplinarios","3.58","330","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0002973-ACADEMIA DEL PERPETUO SOCORRO","BAYAMON","860447 - Bachillerato en Educación Física Especial y Elemental","2.43","248","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0001111-E/S EN BELLAS ARTES PABLO CASALS","RIOPIEDRAS","200915 - Bachillerato en Artes con concentración en Historia del Arte","3.96","302","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0002929-WESLEYAN ACADEMY","RIOPIEDRAS","200304 - Bachillerato Administración Empresas con concentración en Finanzas","3.50","306","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Femenino","0001583-E/S BETHSAIDA VELAZQUEZ ANDUJAR","PONCE","851619 - Bachillerato en Artes en Ciencias Sociales con concentración en Psicología Forense","3.94","284","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Masculino","0001352-E/S DR HERIBERTO DOMENECH","RUM","301208 - Bachillerato en Ciencias en Física(2003)","3.79","358","
ISABELA, PR 
(18.515853329000436, -67.09106999699964)"
"Calendario Académico 13-14","Femenino","0001750-E/S NICOLAS SEVILLA GUEMAREZ","RIOPIEDRAS","200431 - Bachillerato en Artes en Educación Elemental con concentración en K-3Er Grado","3.55","299","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Femenino","0002901-RAMEY SCHOOL","AGUADILLA","814201 - Bachillerato en Tecnología de Comunicación Tele-radial-Traslado Articulado UPR Arecibo","3.23","261","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Femenino","0001120-E/S INES MARIA MENDOZA","PONCE","850318 - Bachillerato en Sistemas de Oficina","3.18","247","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Masculino","0001386-E/S JOSE COLLAZO COLON","AGUADILLA","810304 - Bachillerato en Administración de Empresas con concentración en Finanzas","3.37","246","
JUNCOS, PR 
(18.26994333300047, -65.91842668899966)"
"Calendario Académico 13-14","Femenino","0001511-E/S JOSEFA DEL RIO GUERRERO","UTUADO","823002 - Grado Asociado en Artes en Educación","2.93","240","
MOROVIS, PR 
(18.378003330000467, -66.41933999699967)"
"Calendario Académico 13-14","Masculino","0001303-E/S JOSEFINA BARCELO","CAROLINA","830926 - Bachillerato en Artes con concentración en Artes Gráficas","3.52","304","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Femenino","0001010-E/S JOSE EMILIO LUGO","PONCE","851202 - Bachillerato en Ciencias Naturales con concentración en Biología","4.00","316","
ADJUNTAS, PR 
(18.250349979000475, -66.78218332199964)"
"Calendario Académico 13-14","Femenino","0001645-E/S VOCACIONAL METROPOLITANA MIGUEL SUCH","CAROLINA","833104 - Bachillerato en Ciencias en Enfermería-Traslado Articulado RCM","3.88","319","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Femenino","0001120-E/S INES MARIA MENDOZA","AGUADILLA","810304 - Bachillerato en Administración de Empresas con concentración en Finanzas","3.18","247","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Femenino","0001650-ESCUELA LIBRE DE MUSICA E RAMOS ANTONINI","CAROLINA","832016 - Grado Asociado en Diseño de Interiores","3.75","278","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002873-COLEGIO DIOCESANO SANTIAGO APOSTOL","RUM","301602 - Bachillerato en Artes en Ciencias Sociales(2003)","3.87","332","
FAJARDO, PR 
(18.391436643000475, -65.59305335299962)"
"Calendario Académico 13-14","Femenino","0001612-E/S CASIANO CEPEDA","CAROLINA","830408 - Bachillerato Artes en Educación Secundaria concentración en Educación Tecnología","3.41","263","
CANOVANAS, PR 
(18.412783311000453, -65.89785000199964)"
"Calendario Académico 13-14","Masculino","0001483-E/S DR PEDRO PEREA FAJARDO","AGUADILLA","810304 - Bachillerato en Administración de Empresas con concentración en Finanzas","2.71","269","
MAYAGUEZ, PR 
(18.273449985000468, -67.15902331699965)"
"Calendario Académico 13-14","Masculino","0001570-PONCE HIGH SCHOOL","PONCE","854004 - Bachillerato Sistemas de Información Computarizadas","3.26","325","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Masculino","0002702-ESCUELA SAN GERMAN INTERAMERICANA","RIOPIEDRAS","201604 - Bachillerato en Artes con concentración en Ciencias Políticas","3.98","348","
SAN GERMAN, PR 
(18.174113357000465, -67.05098999199964)"
"Calendario Académico 13-14","Femenino","0002745-COLEGIO DISCIPULOS DE CRISTO DE HATO TEJAS","BAYAMON","861204 - Bachillerato en Ciencias concentración en Química-Traslado Articulado UPR Cayey","3.97","319","
DORADO, PR 
(18.480246659000443, -66.27008335099964)"
"Calendario Académico 13-14","Femenino","0001080-E/S NATIVIDAD RODRIGUEZ GONZALEZ","CAYEY","500424 - Bachillerato en Artes en Educación Elemental con concentración en Matemáticas","3.82","284","
ARROYO, PR 
(18.040500006000457, -66.05747668999965)"
"Calendario Académico 13-14","Masculino","0001640-E/S RAMON VILA MAYO","RIOPIEDRAS","200504 - Bachillerato en Ciencias en Ingeniería Mecánica-Traslado Articulado RUM","3.96","337","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001060-E/S LUIS MUNOZ MARIN","RUM","300103 - Bachillerato en Ciencias Agrícolas en Agronomía (2003)","3.57","317","
MOCA, PR 
(18.461009990000434, -67.05658999199966)"
"Calendario Académico 13-14","Masculino","0002845-ACADEMIA CRISTO DE LOS MILAGROS","RUM","300503 - Bachillerato en Ciencias en Ingeniería Industrial(2003)","3.72","321","
CIDRA, PR 
(18.22988666100042, -66.14623667799964)"
"Calendario Académico 13-14","Femenino","0001390-E/S LEONIDES MORALES RODRIGUEZ","RUM","301302 - Bachillerato en Artes en Educación Física (Adiestramiento y Arbitraje)(2005)","3.63","272","
LAJAS, PR 
(18.06632668800046, -67.06825999499966)"
"Calendario Académico 13-14","Masculino","0002957-COLEGIO ESPIRITU SANTO","RIOPIEDRAS","200302 - Bachillerato Administración Empresas con concentración en Contabilidad","3.27","304","
GURABO, PR 
(18.311056650000467, -65.98620334899965)"
"Calendario Académico 13-14","Femenino","0002806-COLEGIO RADIANS","RUM","301204 - Bachillerato en Ciencias en Química(2003)","3.86","321","
GUAYAMA, PR 
(18.10745334100045, -66.08964002399966)"
"Calendario Académico 13-14","Femenino","0001421-E/S FLORENCIA GARCIA","HUMACAO","601615 - Bachillerato en Artes en Trabajo Social","4.00","350","
LAS PIEDRAS, PR 
(18.278409975000443, -65.81968667199965)"
"Calendario Académico 13-14","Masculino","0001111-E/S EN BELLAS ARTES PABLO CASALS","BAYAMON","860447 - Bachillerato en Educación Física Especial y Elemental","3.72","308","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0001400-E/S DOMINGO APONTE COLLAZO","ARECIBO","840448 - Bachillerato en Artes en Educación con concentración en Educación Física-Nivel Elemental","3.27","261","
LARES, PR 
(18.368009988000438, -66.89100998399965)"
"Calendario Académico 13-14","Femenino","0001637-E/S TRINA PADILLA DE SANZ","CAROLINA","831622 - Bachillerato en Artes Ciencias Sociales en Justicia Criminal conc en Ley y Sociedad","3.94","286","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Femenino","0002827-COLEGIO BEATO CARLOS M RODRIGUEZ","RIOPIEDRAS","201505 - Bachillerato Artes en Comunicación con concentración en Relaciones Públicas y Publicidad","3.98","344","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Masculino","0001343-ESCUELA ESPECIALIZADA DE BELLAS ARTES","HUMACAO","601221 - Bachillerato en Ciencias con concentración en Manejo de Vida Silvestre","3.33","304","
LAS PIEDRAS, PR 
(18.278409975000443, -65.81968667199965)"
"Calendario Académico 13-14","Femenino","0001740-E/S ELVIRA M COLON NEGRON","PONCE","852005 - Grado Asociado en Tecnología de la Ingeniería Civil en Delineación Arquitectónica","3.51","260","
SANTA ISABEL, PR 
(18.042326681000475, -66.42630332199963)"
"Calendario Académico 13-14","Masculino","0002915-COLEGIO CATOLICO NOTRE DAME","BAYAMON","864002 - Bachillerato en Ciencias de Computadoras","3.35","292","
GURABO, PR 
(18.311056650000467, -65.98620334899965)"
"Calendario Académico 13-14","Masculino","0001772-E/S OCUPACIONAL ANTONIO REYES PADILLA","UTUADO","822702 - Grado Asociado en Tecnología de la Horticultura","2.92","168","
UTUADO, PR 
(18.34954332400042, -66.73568998899964)"
"Calendario Académico 13-14","Femenino","0001120-E/S INES MARIA MENDOZA","RUM","300505 - Bachillerato en Ciencias en Ingeniería Química","3.94","332","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Femenino","0001740-E/S ELVIRA M COLON NEGRON","PONCE","850311 - Bachillerato en Administración de Empresas con concentración en Mercadeo","3.51","260","
SANTA ISABEL, PR 
(18.042326681000475, -66.42630332199963)"
"Calendario Académico 13-14","Femenino","0001080-E/S NATIVIDAD RODRIGUEZ GONZALEZ","CAYEY","500305 - Bachillerato en Administración de Empresas con concentración en Gerencia","3.82","284","
ARROYO, PR 
(18.040500006000457, -66.05747668999965)"
"Calendario Académico 13-14","Masculino","0002702-ESCUELA SAN GERMAN INTERAMERICANA","RUM","300302 - Bachillerato en Ciencias en Administración de Empresas en Contabilidad (2004)","3.13","302","
SAN GERMAN, PR 
(18.174113357000465, -67.05098999199964)"
"Calendario Académico 13-14","Femenino","0002725-COLEGIO NTRA SRA DE LA MERCED","RIOPIEDRAS","200914 - Bachillerato en Artes con concentración en Estudios Interdisciplinarios","3.40","289","
CAYEY, PR 
(18.168636673000435, -66.09474668699966)"
"Calendario Académico 13-14","Femenino","0001022-E/S ELADIO TIRADO LOPEZ","RUM","300302 - Bachillerato en Ciencias en Administración de Empresas en Contabilidad (2004)","3.87","314","
AGUADA, PR 
(18.41521998200045, -67.15999331399962)"
"Calendario Académico 13-14","Femenino","0001570-PONCE HIGH SCHOOL","RUM","300703 - Bachillerato en Ciencias en Enfermería(2005)","3.97","345","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Masculino","0002985-ROBINSON SCHOOL","RIOPIEDRAS","200304 - Bachillerato Administración Empresas con concentración en Finanzas","3.30","325","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001390-E/S LEONIDES MORALES RODRIGUEZ","RUM","300904 - Bachillerato en Artes en Artes Plásticas(2005)","3.63","272","
LAJAS, PR 
(18.06632668800046, -67.06825999499966)"
"Calendario Académico 13-14","Masculino","0001205-E/S ANA JACOBA CANDELAS","CAYEY","501606 - Bachillerato en Artes con concentración en Sociología","3.85","281","
CIDRA, PR 
(18.22988666100042, -66.14623667799964)"
"Calendario Académico 13-14","Femenino","0001793-E/S JUAN QUIRINDONGO MORELL","ARECIBO","841624 - Bachillerato en Ciencias Sociales concentración en Psicología Industrial Organizacional","3.90","303","
VEGA BAJA, PR 
(18.49414997700046, -66.40055999699962)"
"Calendario Académico 13-14","Masculino","0001790-E/S LINO PADRON RIVERA","ARECIBO","840448 - Bachillerato en Artes en Educación con concentración en Educación Física-Nivel Elemental","2.58","224","
VEGA BAJA, PR 
(18.49414997700046, -66.40055999699962)"
"Calendario Académico 13-14","Femenino","0003881-OTRAS ESC SUP DE ESTADOS UNIDOS","BAYAMON","860318 - Bachillerato en Sistemas de Oficina","3.15","251","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001711-E/S MADAME LUCCHETTI","CAROLINA","830408 - Bachillerato Artes en Educación Secundaria concentración en Educación Tecnología","2.27","272","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002871-CAGUAS MILITARY ACADEMY","CAROLINA","831622 - Bachillerato en Artes Ciencias Sociales en Justicia Criminal conc en Ley y Sociedad","3.78","293","
JUNCOS, PR 
(18.26994333300047, -65.91842668899966)"
"Calendario Académico 13-14","Femenino","0001620-ESCUELA SECUNDARIA DE LA UPR","CAROLINA","832016 - Grado Asociado en Diseño de Interiores","4.00","350","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0001730-E/S VOCACIONAL MANUEL MENDEZ LICIAGA","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","3.76","304","
SAN SEBASTIAN, PR 
(18.395099988000425, -67.00910998599966)"
"Calendario Académico 13-14","Femenino","0001142-E/S LUIS F CRESPO","ARECIBO","842015 - Grado Asociado en Tecnología en Ingeniería Química","3.38","263","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Femenino","0002928-ACADEMIA SAN JOSE HIGH SCHOOL","RIOPIEDRAS","201212 - Bachiller en Ciencias con concentración en Ciencias Ambientales","3.70","328","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001720-E/S JOSE CAMPECHE","UTUADO","822707 - Grado Asociado en Tecnología de Industria Pecuaria","2.77","217","
SAN LORENZO, PR 
(18.229343320000453, -65.96507000999964)"
"Calendario Académico 13-14","Femenino","0002868-THOMAS ALVA EDISON SCHOOL","CAYEY","500906 - Bachillerato en Artes con concentración en Historia","3.21","271","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001560-E/S JOSEFA VELEZ BAUZA","PONCE","850315 - Bachillerato en Gerencia de Materiales-Traslado Articulado UPR Bayamón","3.76","283","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Femenino","0001430-E/S CARLOS ESCOBAR LOPEZ","CAROLINA","830304 - Bachillerato en Administración de Empresas con concentración en Finanzas","4.00","307","
LOIZA, PR 
(18.46053332900044, -65.99130335599966)"
"Calendario Académico 13-14","Femenino","0002689-CAGUAS PRIVATE SCHOOL","RIOPIEDRAS","200911 - Bachillerato en Artes con concentración en Drama","3.89","313","
GURABO, PR 
(18.311056650000467, -65.98620334899965)"
"Calendario Académico 13-14","Masculino","0001591-E/S MANUEL RAMOS HERNANDEZ","AGUADILLA","814201 - Bachillerato en Tecnología de Comunicación Tele-radial-Traslado Articulado UPR Arecibo","3.73","283","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Masculino","0002929-WESLEYAN ACADEMY","RUM","301205 - Bachillerato en Ciencias Matemáticas(2003)","3.30","310","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001119-E/S FRANCISCO MANRIQUE CABRERA","BAYAMON","861613 - Bachillerato en Artes conc en Psicología y Salud Mental de la Comunidad-TA UPR Cayey","3.70","298","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0001145-E/S MIGUEL F SANTIAGO ECHEGARAY","ARECIBO","840448 - Bachillerato en Artes en Educación con concentración en Educación Física-Nivel Elemental","2.50","248","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Femenino","0002845-ACADEMIA CRISTO DE LOS MILAGROS","ARECIBO","840318 - Bachillerato en Sistemas de Oficina","2.89","245","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Masculino","0001850-OTRAS ESC SUP PUBLICAS DE PR","CAROLINA","830447 - Bachillerato en Educación Física Especial y Elemental-Traslado Articulado UPR Bayamón",,"271","
LOIZA, PR 
(18.46053332900044, -65.99130335599966)"
"Calendario Académico 13-14","Masculino","0002929-WESLEYAN ACADEMY","RUM","301202 - Bachillerato en Ciencias en Biología(2003)","4.00","370","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001591-E/S MANUEL RAMOS HERNANDEZ","ARECIBO","844201 - Bachillerato en Tecnología en Comunicación Tele-radial","3.73","283","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Masculino","0002724-DORADO ACADEMY INC","RIOPIEDRAS","201615 - Bachillerato en Artes con concentración en Trabajo Social","3.08","294","
DORADO, PR 
(18.480246659000443, -66.27008335099964)"
"Calendario Académico 13-14","Masculino","0002702-ESCUELA SAN GERMAN INTERAMERICANA","RUM","300109 - Bachillerato en Ciencias Agrícolas en Tecnología Mecánico Agrícola (2003)","3.75","312","
SAN GERMAN, PR 
(18.174113357000465, -67.05098999199964)"
"Calendario Académico 13-14","Masculino","0001650-ESCUELA LIBRE DE MUSICA E RAMOS ANTONINI","BAYAMON","860501 - Bachillerato en Ciencias en Ingeniería Civil-Traslado Articulado RUM","3.85","327","
TOA BAJA, PR 
(18.47601332500045, -66.18318334199967)"
"Calendario Académico 13-14","Femenino","0001159-E/S LUZ AMERICA CALDERON BIRRIEL","UTUADO","823005 - Grado Asociado en Artes en Humanidades","2.57","218","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Femenino","0002979-COLEGIO PUERTORRIQUENO DE NINAS","RIOPIEDRAS","201202 - Bachillerato en Ciencias con concentración en Biología","4.00","380","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Masculino","0002787-ACADEMIA COOP DE INTEGRACION SOCIAL","HUMACAO","600310 - Bachillerato en Administración de Empresas con concentración en Recursos Humanos","3.58","265","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001531-E/S CON DEPTO OCUP RUBEN RODRIGUEZ FIGUEROA","UTUADO","823002 - Grado Asociado en Artes en Educación","3.11","214","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0001772-E/S OCUPACIONAL ANTONIO REYES PADILLA","UTUADO","821620 - Bachillerato Artes Cs Sociales conc Psicología y Salud Mental-TA UPR Ponce","3.50","283","
ARECIBO, PR 
(18.494389977000424, -66.62700999999964)"
"Calendario Académico 13-14","Femenino","0002802-COLEGIO NTRA SRA DEL PERPETUO SOCORRO","CAYEY","500415 - Bachillerato en Artes en Educación Secundaria con concentración en Español","3.71","316","
YABUCOA, PR 
(18.126146670000423, -65.90732001899966)"
"Calendario Académico 13-14","Masculino","0001781-E/S ILEANA DE GRACIA","BAYAMON","864102 - Bachillerato en Ciencias con concentración en Tecnología de Ingeniería Electrónica","3.66","303","
VEGA BAJA, PR 
(18.49414997700046, -66.40055999699962)"
"Calendario Académico 13-14","Femenino","0001765-E/S VOCACIONAL PETRA ZENON DE FABERY","CAROLINA","830447 - Bachillerato en Educación Física Especial y Elemental-Traslado Articulado UPR Bayamón","3.94","327","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002815-CAMINO DE RESTAURACION CHRISTIAN ACADEMY","RUM","301207 - Bachillerato en Ciencias en Ciencias Físicas(2003)","4.00","339","
HATILLO, PR 
(18.493383312000446, -66.79609331999967)"
"Calendario Académico 13-14","Femenino","0002979-COLEGIO PUERTORRIQUENO DE NINAS","CAYEY","500423 - Bachillerato en Artes en Educación Elemental con concentración en Ciencias Naturales","3.34","290","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002731-ACADEMIA DEL CARMEN","ARECIBO","842706 - Grado Asociado en Tecnología Veterinaria","3.97","278","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
