"fips_state_code","state","industry_code_6_digit_naics_code","industry_description","data_suppression_flag","total_mid_march_employees_noise_flag_see_all_noise_flag_definitions_at_the_end_of_this_record_layout","total_mid_march_employees_with_noise","total_first_quarter_payroll_noise_flag","total_first_quarter_payroll_1_000_with_noise","total_annual_payroll_noise_flag","total_annual_payroll_1_000_with_noise","total_number_of_establishments","data_suppression_flag_1_4_employee_size_class","mid_march_employees_noise_flag_1_4_employee_size_class","mid_march_employees_with_noise_1_4_employee_size_class","first_quarter_payroll_noise_flag_1_4_employee_size_class","first_quarter_payroll_1000_with_noise_1_4_employee_size_class","annual_payroll_noise_flag_1_4_employee_size_class","annual_payroll_1000_with_noise_1_4_employee_size_class","number_of_establishments_1_4_employee_size_class","data_suppression_flag_5_9_employee_size_class","mid_march_employees_noise_flag_5_9_employee_size_class","mid_march_employees_with_noise_5_9_employee_size_class","first_quarter_payroll_noise_flag_5_9_employee_size_class","first_quarter_payroll_1000_with_noise_5_9_employee_size_class","annual_payroll_noise_flag_5_9_employee_size_class","annual_payroll_1000_with_noise_5_9_employee_size_class","number_of_establishments_5_9_employee_size_class","data_suppression_flag_10_19_employee_size_class","mid_march_employees_noise_flag_10_19_employee_size_class","mid_march_employees_with_noise_10_19_employee_size_class","first_quarter_payroll_noise_flag_10_19_employee_size_class","first_quarter_payroll_1000_with_noise_10_19_employee_size_class","annual_payroll_noise_flag_10_19_employee_size_class","annual_payroll_1000_with_noise_10_19_employee_size_class","number_of_establishments_10_19_employee_size_class","data_suppression_flag_20_49_employee_size_class","mid_march_employees_noise_flag_20_49_employee_size_class","mid_march_employees_with_noise_20_49_employee_size_class","first_quarter_payroll_noise_flag_20_49_employee_size_class","first_quarter_payroll_1000_with_noise_20_49_employee_size_class","annual_payroll_noise_flag_20_49_employee_size_class","annual_payroll_1000_with_noise_20_49_employee_size_class","number_of_establishments_20_49_employee_size_class","data_suppression_flag_50_99_employee_size_class","mid_march_employees_noise_flag_50_99_employee_size_class","mid_march_employees_with_noise_50_99_employee_size_class","first_quarter_payroll_noise_flag_50_99_employee_size_class","first_quarter_payroll_1000_with_noise_50_99_employee_size_class","annual_payroll_noise_flag_50_99_employee_size_class","annual_payroll_1000_with_noise_50_99_employee_size_class","number_of_establishments_50_99_employee_size_class","data_suppression_flag_100_249_employee_size_class","mid_march_employees_noise_flag_100_249_employee_size_class","mid_march_employees_with_noise_100_249_employee_size_class","first_quarter_payroll_noise_flag_100_249_employee_size_class","first_quarter_payroll_1000_with_noise_100_249_employee_size_class","annual_payroll_noise_flag_100_249_employee_size_class","annual_payroll_1000_with_noise_100_249_employee_size_class","number_of_establishments_100_249_employee_size_class","data_suppression_flag_250_499_employee_size_class","mid_march_employees_noise_flag_250_499_employee_size_class","mid_march_employees_with_noise_250_499_employee_size_class","first_quarter_payroll_noise_flag_250_499_employee_size_class","first_quarter_payroll_1000_with_noise_250_499_employee_size_class","annual_payroll_noise_flag_250_499_employee_size_class","annual_payroll_1000_with_noise_250_499_employee_size_class","number_of_establishments_250_499_employee_size_class","data_suppression_flag_500_999_employee_size_class","mid_march_employees_noise_flag_500_999_employee_size_class","mid_march_employees_with_noise_500_999_employee_size_class","first_quarter_payroll_noise_flag_500_999_employee_size_class","first_quarter_payroll_1000_with_noise_500_999_employee_size_class","annual_payroll_noise_flag_500_999_employee_size_class","annual_payroll_1000_with_noise_500_999_employee_size_class","number_of_establishments_500_999_employee_size_class","data_suppression_flag_1000_or_more_employee_size_class","mid_march_employees_noise_flag_1000_or_more_employee_size_class","mid_march_employees_with_noise_1000_or_more_employee_size_class","first_quarter_payroll_noise_flag_1000_or_more_employee_size_class","first_quarter_payroll_1000_with_noise_1000_or_more_employee_size_class","annual_payroll_noise_flag_1000_or_more_employee_size_class","annual_payroll_1000_with_noise_1000_or_more_employee_size_class","number_of_establishments_1_000_or_more_employee_size_class","census_state_code"
"72","Puerto Rico","44613/","Optical Goods Stores",,"0 to < 2% noise (low noise)","1145","0 to < 2% noise (low noise)","5491","0 to < 2% noise (low noise)","22717","214","250-499","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","4965","136",,"0 to < 2% noise (low noise)","328","0 to < 2% noise (low noise)","1358","0 to < 2% noise (low noise)","5381","52",,"2 to < 5% noise (medium noise)","257","2 to < 5% noise (medium noise)","1493","2 to < 5% noise (medium noise)","6158","16",,"2 to < 5% noise (medium noise)","253","2 to < 5% noise (medium noise)","1431","2 to < 5% noise (medium noise)","5966","9","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","485210","Interurban and Rural Bus Transportation",,"0 to < 2% noise (low noise)","39","2 to < 5% noise (medium noise)","126","0 to < 2% noise (low noise)","538","11",,"0 to < 2% noise (low noise)","15","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","205","8",,"0 to < 2% noise (low noise)","24","0 to < 2% noise (low noise)","76","0 to < 2% noise (low noise)","333","3",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","44619/","Other Health and Personal Care Stores",,"0 to < 2% noise (low noise)","1361","0 to < 2% noise (low noise)","7346","0 to < 2% noise (low noise)","30361","280",,"0 to < 2% noise (low noise)","348","0 to < 2% noise (low noise)","1695","0 to < 2% noise (low noise)","7994","181",,"0 to < 2% noise (low noise)","424","0 to < 2% noise (low noise)","2113","0 to < 2% noise (low noise)","8628","67",,"0 to < 2% noise (low noise)","327","0 to < 2% noise (low noise)","1605","0 to < 2% noise (low noise)","6290","26",,"2 to < 5% noise (medium noise)","133","2 to < 5% noise (medium noise)","1136","2 to < 5% noise (medium noise)","4461","5",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","446191","Food (Health) Supplement Stores",,"0 to < 2% noise (low noise)","587","0 to < 2% noise (low noise)","2684","0 to < 2% noise (low noise)","10703","140",,"0 to < 2% noise (low noise)","186","0 to < 2% noise (low noise)","832","2 to < 5% noise (medium noise)","3507","92",,"0 to < 2% noise (low noise)","225","0 to < 2% noise (low noise)","1053","0 to < 2% noise (low noise)","4058","35",,"2 to < 5% noise (medium noise)","154","2 to < 5% noise (medium noise)","653","2 to < 5% noise (medium noise)","2374","12","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","448130","Children's and Infants' Clothing Stores",,"0 to < 2% noise (low noise)","846","2 to < 5% noise (medium noise)","2343","2 to < 5% noise (medium noise)","9198","82","20-99","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","0 to < 2% noise (low noise)","177","2 to < 5% noise (medium noise)","678","21",,"2 to < 5% noise (medium noise)","146","0 to < 2% noise (low noise)","415","0 to < 2% noise (low noise)","1667","19",,"2 to < 5% noise (medium noise)","452","2 to < 5% noise (medium noise)","1383","2 to < 5% noise (medium noise)","5759","35",,"2 to < 5% noise (medium noise)","184","2 to < 5% noise (medium noise)","368","2 to < 5% noise (medium noise)","1094","7",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","446199","All Other Health and Personal Care Stores",,"0 to < 2% noise (low noise)","774","0 to < 2% noise (low noise)","4662","0 to < 2% noise (low noise)","19658","140",,"2 to < 5% noise (medium noise)","162","0 to < 2% noise (low noise)","863","0 to < 2% noise (low noise)","4487","89",,"0 to < 2% noise (low noise)","199","0 to < 2% noise (low noise)","1060","0 to < 2% noise (low noise)","4570","32",,"2 to < 5% noise (medium noise)","173","2 to < 5% noise (medium noise)","952","2 to < 5% noise (medium noise)","3916","14","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","4",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","447///","Gasoline Stations",,"0 to < 2% noise (low noise)","5302","0 to < 2% noise (low noise)","16730","0 to < 2% noise (low noise)","69669","847",,"2 to < 5% noise (medium noise)","881","0 to < 2% noise (low noise)","2799","0 to < 2% noise (low noise)","13036","443",,"0 to < 2% noise (low noise)","1593","0 to < 2% noise (low noise)","5021","0 to < 2% noise (low noise)","19770","240",,"0 to < 2% noise (low noise)","1724","0 to < 2% noise (low noise)","5116","0 to < 2% noise (low noise)","20398","134",,"2 to < 5% noise (medium noise)","673","2 to < 5% noise (medium noise)","2087","2 to < 5% noise (medium noise)","8747","25",,"0 to < 2% noise (low noise)","171","2 to < 5% noise (medium noise)","1059","2 to < 5% noise (medium noise)","4832","3","250-499","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","4471//","Gasoline Stations",,"0 to < 2% noise (low noise)","5302","0 to < 2% noise (low noise)","16730","0 to < 2% noise (low noise)","69669","847",,"2 to < 5% noise (medium noise)","881","0 to < 2% noise (low noise)","2799","0 to < 2% noise (low noise)","13036","443",,"0 to < 2% noise (low noise)","1593","0 to < 2% noise (low noise)","5021","0 to < 2% noise (low noise)","19770","240",,"0 to < 2% noise (low noise)","1724","0 to < 2% noise (low noise)","5116","0 to < 2% noise (low noise)","20398","134",,"2 to < 5% noise (medium noise)","673","2 to < 5% noise (medium noise)","2087","2 to < 5% noise (medium noise)","8747","25",,"0 to < 2% noise (low noise)","171","2 to < 5% noise (medium noise)","1059","2 to < 5% noise (medium noise)","4832","3","250-499","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","44711/","Gasoline Stations with Convenience Stores",,"0 to < 2% noise (low noise)","4377","0 to < 2% noise (low noise)","13352","0 to < 2% noise (low noise)","55516","659",,"2 to < 5% noise (medium noise)","622","0 to < 2% noise (low noise)","1973","0 to < 2% noise (low noise)","9433","314",,"0 to < 2% noise (low noise)","1387","0 to < 2% noise (low noise)","4406","0 to < 2% noise (low noise)","17409","205",,"0 to < 2% noise (low noise)","1490","0 to < 2% noise (low noise)","4480","0 to < 2% noise (low noise)","18024","116",,"2 to < 5% noise (medium noise)","560","2 to < 5% noise (medium noise)","1677","2 to < 5% noise (medium noise)","7094","21","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","250-499","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","447110","Gasoline Stations with Convenience Stores",,"0 to < 2% noise (low noise)","4377","0 to < 2% noise (low noise)","13352","0 to < 2% noise (low noise)","55516","659",,"2 to < 5% noise (medium noise)","622","0 to < 2% noise (low noise)","1973","0 to < 2% noise (low noise)","9433","314",,"0 to < 2% noise (low noise)","1387","0 to < 2% noise (low noise)","4406","0 to < 2% noise (low noise)","17409","205",,"0 to < 2% noise (low noise)","1490","0 to < 2% noise (low noise)","4480","0 to < 2% noise (low noise)","18024","116",,"2 to < 5% noise (medium noise)","560","2 to < 5% noise (medium noise)","1677","2 to < 5% noise (medium noise)","7094","21","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","250-499","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","44719/","Other Gasoline Stations",,"0 to < 2% noise (low noise)","925","0 to < 2% noise (low noise)","3378","0 to < 2% noise (low noise)","14153","188",,"2 to < 5% noise (medium noise)","259","0 to < 2% noise (low noise)","826","0 to < 2% noise (low noise)","3603","129",,"0 to < 2% noise (low noise)","206","0 to < 2% noise (low noise)","615","0 to < 2% noise (low noise)","2361","35",,"0 to < 2% noise (low noise)","234","2 to < 5% noise (medium noise)","636","0 to < 2% noise (low noise)","2374","18",,"2 to < 5% noise (medium noise)","113","0 to < 2% noise (low noise)","410","0 to < 2% noise (low noise)","1653","4","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","448150","Clothing Accessories Stores",,"0 to < 2% noise (low noise)","946","0 to < 2% noise (low noise)","2500","0 to < 2% noise (low noise)","11384","132",,"2 to < 5% noise (medium noise)","163","2 to < 5% noise (medium noise)","591","2 to < 5% noise (medium noise)","3124","63",,"2 to < 5% noise (medium noise)","309","0 to < 2% noise (low noise)","705","0 to < 2% noise (low noise)","3227","46",,"2 to < 5% noise (medium noise)","171","2 to < 5% noise (medium noise)","373","0 to < 2% noise (low noise)","1417","13","250-499","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","831","2 to < 5% noise (medium noise)","3616","10",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","447190","Other Gasoline Stations",,"0 to < 2% noise (low noise)","925","0 to < 2% noise (low noise)","3378","0 to < 2% noise (low noise)","14153","188",,"2 to < 5% noise (medium noise)","259","0 to < 2% noise (low noise)","826","0 to < 2% noise (low noise)","3603","129",,"0 to < 2% noise (low noise)","206","0 to < 2% noise (low noise)","615","0 to < 2% noise (low noise)","2361","35",,"0 to < 2% noise (low noise)","234","2 to < 5% noise (medium noise)","636","0 to < 2% noise (low noise)","2374","18",,"2 to < 5% noise (medium noise)","113","0 to < 2% noise (low noise)","410","0 to < 2% noise (low noise)","1653","4","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","448///","Clothing and Clothing Accessories Stores",,"0 to < 2% noise (low noise)","21028","0 to < 2% noise (low noise)","69906","0 to < 2% noise (low noise)","285134","1996",,"0 to < 2% noise (low noise)","1512","0 to < 2% noise (low noise)","6042","0 to < 2% noise (low noise)","27593","678",,"0 to < 2% noise (low noise)","4824","0 to < 2% noise (low noise)","16955","0 to < 2% noise (low noise)","70414","707",,"2 to < 5% noise (medium noise)","5533","0 to < 2% noise (low noise)","17050","0 to < 2% noise (low noise)","71246","416",,"0 to < 2% noise (low noise)","3580","0 to < 2% noise (low noise)","11264","0 to < 2% noise (low noise)","45639","127",,"0 to < 2% noise (low noise)","3614","0 to < 2% noise (low noise)","12258","0 to < 2% noise (low noise)","46130","53",,"0 to < 2% noise (low noise)","1965","0 to < 2% noise (low noise)","6337","0 to < 2% noise (low noise)","24112","15",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","4481//","Clothing Stores",,"0 to < 2% noise (low noise)","16087","0 to < 2% noise (low noise)","51228","0 to < 2% noise (low noise)","207059","1278",,"2 to < 5% noise (medium noise)","968","0 to < 2% noise (low noise)","3669","0 to < 2% noise (low noise)","16577","425",,"2 to < 5% noise (medium noise)","2588","2 to < 5% noise (medium noise)","8754","2 to < 5% noise (medium noise)","36662","359",,"2 to < 5% noise (medium noise)","4470","2 to < 5% noise (medium noise)","13426","2 to < 5% noise (medium noise)","55601","330",,"0 to < 2% noise (low noise)","2842","0 to < 2% noise (low noise)","8544","0 to < 2% noise (low noise)","34481","102",,"0 to < 2% noise (low noise)","3254","0 to < 2% noise (low noise)","10498","0 to < 2% noise (low noise)","39626","47",,"0 to < 2% noise (low noise)","1965","0 to < 2% noise (low noise)","6337","0 to < 2% noise (low noise)","24112","15",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","44811/","Men's Clothing Stores",,"0 to < 2% noise (low noise)","2098","0 to < 2% noise (low noise)","6182","0 to < 2% noise (low noise)","26411","212","250-499","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","951","2 to < 5% noise (medium noise)","3558","96",,"2 to < 5% noise (medium noise)","193","0 to < 2% noise (low noise)","707","0 to < 2% noise (low noise)","3002","31",,"0 to < 2% noise (low noise)","834","0 to < 2% noise (low noise)","2386","0 to < 2% noise (low noise)","10559","64",,"0 to < 2% noise (low noise)","476","0 to < 2% noise (low noise)","1640","0 to < 2% noise (low noise)","7349","17",,"0 to < 2% noise (low noise)","210","2 to < 5% noise (medium noise)","355","2 to < 5% noise (medium noise)","1524","3","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","448110","Men's Clothing Stores",,"0 to < 2% noise (low noise)","2098","0 to < 2% noise (low noise)","6182","0 to < 2% noise (low noise)","26411","212","250-499","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","951","2 to < 5% noise (medium noise)","3558","96",,"2 to < 5% noise (medium noise)","193","0 to < 2% noise (low noise)","707","0 to < 2% noise (low noise)","3002","31",,"0 to < 2% noise (low noise)","834","0 to < 2% noise (low noise)","2386","0 to < 2% noise (low noise)","10559","64",,"0 to < 2% noise (low noise)","476","0 to < 2% noise (low noise)","1640","0 to < 2% noise (low noise)","7349","17",,"0 to < 2% noise (low noise)","210","2 to < 5% noise (medium noise)","355","2 to < 5% noise (medium noise)","1524","3","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
