"nu_entidad","clasificaci_n","anofiscal","nb_entidad","fechatran","fechacierre","estatus","carreraparcialm","carreraparcialf","carreracompletom","carreracompletof","carreranograduadom","carreranograduadof","carreragraduadom","carreragraduadof","carrerapostsecundariom","carrerapostsecundariof","carreraasociadom","carreraasociadof","carrerabachm","carrerabachf","carreragradosprom","carreragradosprof","carreramaestriam","carreramaestriaf","carreradoctoradom","carreradoctoradof","confianzareinstparcialm","confianzareinstparcialf","confianzareinstcompletom","confianzareinstcompletof","confianzareinstnograduadom","confianzareinstnograduadof","confianzareinstgraduadom","confianzareinstgraduadof","confianzareinstpostsecundariom","confianzareinstpostsecundariof","confianzareinstasociadom","confianzareinstasociadof","confianzareinstbachm","confianzareinstbachf","confianzareinstgradosprom","confianzareinstgradosprof","confianzareinstmaestriam","confianzareinstmaestriaf","confianzareinstdoctoradom","confianzareinstdoctoradof","confianzanoreinstparcialm","confianzanoreinstparcialf","confianzanoreinstcompletom","confianzanoreinstcompletof","confianzanoreinstnograduadom","confianzanoreinstnograduadof","confianzanoreinstgraduadom","confianzanoreinstgraduadof","confianzanoreinstpostsecundariom","confianzanoreinstpostsecundariof","confianzanoreinstasociadom","confianzanoreinstasociadof","confianzanoreinstbachm","confianzanoreinstbachf","confianzanoreinstgradosprom","confianzanoreinstgradosprof","confianzanoreinstmaestriam","confianzanoreinstmaestriaf","confianzanoreinstdoctoradom","confianzanoreinstdoctoradof","transitorioparcialm","transitorioparcialf","transitoriocompletom","transitoriocompletof","transitorionograduadom","transitorionograduadof","transitoriograduadom","transitoriograduadof","transitoriopostsecundariom","transitoriopostsecundariof","transitorioasociadom","transitorioasociadof","transitoriobachm","transitoriobachf","transitoriogradosprom","transitoriogradosprof","transitoriomaestriam","transitoriomaestriaf","transitoriodoctoradom","transitoriodoctoradof","irregularparcialm","irregularparcialf","irregularcompletom","irregularcompletof","irregularnograduadom","irregularnograduadof","irregulargraduadom","irregulargraduadof","irregularpostsecundariom","irregularpostsecundariof","irregularasociadom","irregularasociadof","irregularbachm","irregularbachf","irregulargradosprom","irregulargradosprof","irregularmaestriam","irregularmaestriaf","irregulardoctoradom","irregulardoctoradof","otrosparcialm","otrosparcialf","otroscompletom","otroscompletof","otrosnograduadom","otrosnograduadof","otrosgraduadom","otrosgraduadof","otrospostsecundariom","otrospostsecundariof","otrosasociadom","otrosasociadof","otrosbachm","otrosbachf","otrosgradosprom","otrosgradosprof","otrosmaestriam","otrosmaestriaf","otrosdoctoradom","otrosdoctoradof","nuevom","nuevof","reingresadom","reingresadof","ascendidom","ascendidof","trasladadom","trasladadof","reinstaladom","reinstaladof","habilitadom","habilitadof","renunciantem","renunciantef","cesanteadom","cesanteadof","terminocontratom","terminocontratof","destituidom","destituidof","retiradom","retiradof","impedimentosinacomodom","impedimentosinacomodof","impedimentoacomodom","impedimentoacomodof","pensionadotransitoriom","pensionadotransitoriof","pensionadocontratom","pensionadocontratof","discrimenedadm","discrimenedadf","discrimenimpedimentom","discrimenimpedimentof","discrimenpoliticom","discrimenpoliticof","discrimenreligiosom","discrimenreligiosof","discrimensexom","discrimensexof","discrimennacionalidadm","discrimennacionalidadf","discrimenorientacionsexualm","discrimenorientacionsexualf","discrimenotrom","discrimenotrof","retribucionmrangoa","retribucionfrangoa","retribucionmrangob","retribucionfrangob","retribucionmrangoc","retribucionfrangoc","retribucionmrangod","retribucionfrangod","retribucionmrangoe","retribucionfrangoe","retribucionmrangof","retribucionfrangof","retribucionmrangog","retribucionfrangog","retribucionmrangoh","retribucionfrangoh","retribucionmrangoi","retribucionfrangoi","retribucionmrangoj","retribucionfrangoj","retribucionmrangok","retribucionfrangok","anosserviciomrangoa","anosserviciofrangoa","anosserviciomrangob","anosserviciofrangob","anosserviciomrangoc","anosserviciofrangoc","anosserviciomrangod","anosserviciofrangod","anosserviciomrangoe","anosserviciofrangoe","anosserviciomrangof","anosserviciofrangof","anosserviciomrangog","anosserviciofrangog","anosserviciomrangoh","anosserviciofrangoh","anosserviciomrangoi","anosserviciofrangoi","edadmrangoa","edadfrangoa","edadmrangob","edadfrangob","edadmrangoc","edadfrangoc","edadmrangod","edadfrangod","edadmrangoe","edadfrangoe","edadmrangof","edadfrangof","edadmrangog","edadfrangog","edadmrangoh","edadfrangoh","preparadonombre","preparadopuesto"
"4043","Municipios","2014-2015","Municipio de Las Marías","2016-01-27T00:00:00.000","2016-02-03T00:00:00.000","1","0","0","76","54","10","8","23","27","10","0","13","17","7","12","0","0","1","2","0","0","0","0","5","3","0","0","0","0","3","1","1","1","1","1","0","0","0","0","0","0","0","0","4","5","0","0","0","0","2","0","0","0","2","4","0","0","0","1","0","0","46","14","33","5","22","0","36","7","12","0","7","6","4","4","0","0","0","0","0","0","11","7","0","0","2","4","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","42","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121","16","61","41","11","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","26","19","16","22","13","19","14","13","9","7","8","1","0","2","1","0","0","0","0","43","14","64","15","38","23","29","22","8","6","2","0","0","0","Yadira Almodovar Gonzalez","Directora Recursos Humanos"
"4044","Municipios","2012-2013","Municipio de Las Piedras","2014-03-19T00:00:00.000","2014-03-19T00:00:00.000","1","0","0","127","98","18","2","89","48","0","0","3","22","14","23","0","0","1","3","2","0","0","0","4","6","0","0","2","0","0","1","0","0","2","4","0","0","0","1","0","0","0","0","10","12","0","0","3","0","1","2","0","0","2","6","0","0","4","4","0","0","11","19","42","42","4","1","39","29","0","0","7","14","3","17","0","0","0","0","0","0","60","33","44","11","33","5","67","33","0","0","2","2","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","15","0","0","0","0","0","6","0","0","0","0","34","13","0","0","0","0","0","0","12","4","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","223","166","55","26","9","11","4","7","2","1","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"4045","Municipios","2013-2014","Municipio de Loíza","2015-06-08T00:00:00.000","2015-06-08T00:00:00.000","1","2","2","59","67","2","0","39","10","7","20","8","28","5","8","0","0","0","3","0","0","0","0","7","3","0","0","1","0","0","0","0","0","6","3","0","0","0","0","0","0","0","0","5","11","0","0","3","0","2","0","0","5","0","5","0","0","0","1","0","0","69","70","42","44","12","6","70","59","8","9","17","33","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","14","0","0","0","0","0","0","0","0","0","0","5","3","0","0","20","10","0","0","1","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","94","45","28","13","33","8","21","7","8","4","9","3","4","1","0","1","0","0","0","0","0","103","79","41","43","15","23","19","27","3","6","2","12","1","5","0","2","0","0","0","0","37","22","48","40","39","54","40","52","20","29","0","0","0","0","Jenniffer F. Laureano","Oficinista"
"4045","Municipios","2014-2015","Municipio de Loíza","2016-03-16T00:00:00.000","2016-03-17T00:00:00.000","1","2","2","58","66","2","0","38","12","7","20","8","26","5","8","0","0","0","2","0","0","0","0","3","3","0","0","0","1","1","0","0","0","2","2","0","0","0","0","0","0","0","0","7","13","0","0","4","1","3","2","0","3","0","6","0","0","0","1","0","0","78","45","23","24","12","6","62","32","8","9","15","11","4","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","2","0","0","0","2","0","0","0","1","1","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133","98","16","25","7","10","7","11","5","3","3","4","1","0","1","0","0","0","0","0","94","59","41","31","15","23","19","15","3","6","1","12","0","5","0","0","0","0","40","32","48","40","30","34","37","20","18","25","0","0","0","0","0","0","Jenniffer F. Laureano","Oficinista"
"4045","Municipios","2012-2013","Municipio de Loíza",,,,"2","2","67","78","2","0","47","21","7","22","8","28","5","8","0","0","0","1","0","0","0","0","6","3","0","0","0","0","0","0","0","0","6","3","0","0","0","0","0","0","0","0","14","11","0","0","5","0","2","1","2","4","5","6","0","0","0","0","0","0","134","61","42","44","12","6","134","49","8","9","19","33","3","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","15","0","0","0","0","0","0","0","0","0","0","12","4","0","0","0","0","0","0","9","5","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","215","141","21","32","8","8","9","8","7","6","3","4","2","0","0","0","0","0","0","0","140","79","41","43","32","23","24","34","22","8","4","5","1","5","1","2","0","0","0","0","36","22","48","38","58","54","68","56","55","29","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"4046","Municipios","2014-2015","Municipio de Luquillo","2016-02-10T00:00:00.000","2016-02-22T00:00:00.000","1","0","0","44","54","0","0","12","20","1","1","3","12","16","26","0","0","5","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","8","9","0","0","0","0","0","0","0","0","8","9","0","0","0","0","0","0","0","0","73","25","0","0","72","22","0","0","0","0","1","3","0","0","0","0","0","0","0","0","47","21","0","0","47","21","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","70","48","37","5","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","80","72","32","18","9","13","14","12","13","11","6","3","0","0","0","0","0","0","0","0","46","38","37","26","25","28","16","35","10","15","4","3","0","0","Tania C. Figueroa Cordero","Directora de Recursos Humanos"
"4046","Municipios","2012-2013","Municipio de Luquillo","2014-01-15T00:00:00.000","2014-01-29T00:00:00.000","1","0","0","45","54","8","2","23","13","0","0","3","12","8","22","0","0","2","5","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","8","6","0","0","3","0","0","0","2","2","1","4","0","0","1","0","1","0","0","0","52","21","10","0","36","5","0","0","4","3","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","8","0","0","0","0","1","0","0","0","0","0","5","0","10","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","21","46","28","13","19","2","6","5","8","1","6","1","0","4","0","0","0","1","0","32","21","32","18","9","13","14","12","13","11","6","3","3","2","0","0","0","0","0","1","7","4","20","13","22","20","40","18","20","24","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"4047","Municipios","2013-2014","Municipio de Manatí","2015-02-02T00:00:00.000","2015-02-02T00:00:00.000","1","7","8","265","117","82","10","133","39","12","11","20","25","20","35","0","0","3","3","2","2","0","0","7","6","1","0","3","2","0","0","0","0","3","2","0","0","0","2","0","0","0","0","4","4","0","0","2","0","0","0","0","1","2","3","0","0","0","0","0","0","135","88","91","57","48","17","140","71","17","15","10","20","8","22","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","9","24","18","11","0","19","8","0","0","2","0","11","17","0","0","0","2","1","0","28","20","0","0","0","0","5","2","0","0","0","0","17","11","0","0","0","0","0","0","1","2","2","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","141","93","313","125","72","35","23","15","9","16","4","5","4","2","1","1","0","0","0","0","0","1","192","114","138","76","84","64","58","28","42","11","23","6","11","8","1","1","1","2","0","0","36","13","131","73","150","95","122","67","82","44","24","17","4","2","Marie L. Crespi Seda","Func. Adm. I"
"4047","Municipios","2014-2015","Municipio de Manatí","2016-03-08T00:00:00.000","2016-03-08T00:00:00.000","1","12","8","266","125","81","10","128","38","12","11","30","36","19","36","2","2","2","3","0","1","0","0","6","5","0","0","2","1","0","0","0","0","4","2","0","0","0","2","0","0","0","0","4","4","0","0","2","0","0","0","0","1","2","3","0","0","0","0","0","0","164","108","79","59","52","16","166","79","0","0","24","34","11","25","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","5","0","0","0","0","6","1","0","0","2","0","13","3","0","0","1","1","0","0","52","25","0","0","0","0","1","0","0","0","0","0","25","11","0","0","0","0","0","0","3","1","2","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","446","200","73","50","22","20","6","15","4","4","3","2","2","0","0","0","0","0","0","1","201","148","116","65","63","65","50","17","46","16","25","5","13","8","4","3","1","2","0","0","27","13","131","63","150","95","122","64","83","45","29","18","4","4","Marie L. Crespi Seda","Func. Adm. I"
"4047","Municipios","2015-2016","Municipio de Manatí","2017-02-27T00:00:00.000","2017-02-27T00:00:00.000","1","5","7","279","128","85","10","141","41","17","17","15","21","21","42","2","1","3","2","0","1","0","0","8","8","1","0","2","1","0","0","1","1","4","3","0","0","0","3","0","0","0","0","4","3","0","0","0","0","0","0","0","1","3","2","0","0","0","1","0","0","160","112","83","65","60","16","165","76","10","8","20","27","13","21","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","3","28","22","8","0","17","5","4","1","5","1","16","16","0","0","0","0","1","0","61","38","0","0","6","3","0","0","0","0","2","0","22","13","0","0","13","5","2","0","3","2","2","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","464","201","67","46","23","14","4","19","9","5","4","2","3","0","0","1","0","0","0","0","234","131","123","56","65","68","46","19","53","19","21","4","9","5","4","1","1","3","0","0","37","19","141","66","149","81","120","53","88","48","34","17","5","4","Marie L. Crespi Seda","Func. Adm. I"
"4047","Municipios","2012-2013","Municipio de Manatí","2014-02-03T00:00:00.000","2014-02-04T00:00:00.000","1","7","8","278","119","91","11","140","40","15","18","15","18","19","35","2","1","3","3","0","1","0","0","8","6","1","0","3","2","0","0","0","0","4","2","0","0","0","2","0","0","0","0","4","4","0","0","2","0","0","0","0","1","2","3","0","0","0","0","0","0","140","93","80","46","45","17","141","69","11","15","10","15","9","23","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","7","31","23","11","0","18","7","5","0","5","3","14","18","0","0","1","2","1","0","19","8","0","0","0","0","5","1","0","0","2","0","13","11","0","0","0","0","0","0","0","0","2","3","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","382","294","77","42","23","14","9","18","5","5","1","2","4","0","0","1","0","1","0","0","223","113","132","90","69","54","70","29","36","6","26","4","13","1","2","8","0","2","0","0","35","14","151","82","154","89","118","67","82","38","28","15","3","2","NULL","Instituto de Estadísticas de Puerto Rico"
"4048","Municipios","2013-2014","Municipio de Maricao","2015-02-06T00:00:00.000","2015-02-06T00:00:00.000","1","40","25","36","20","10","4","45","20","0","0","11","12","5","7","0","0","3","4","0","0","0","0","2","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","3","0","4","3","0","0","2","0","0","0","0","0","5","3","0","0","0","0","0","0","34","11","0","0","13","3","18","7","0","0","3","1","0","0","0","0","0","0","0","0","13","8","0","0","3","2","7","9","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","2","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","105","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","28","20","18","33","20","32","18","18","13","1","0","0","1","0","0","0","0","0","0","15","10","33","24","29","25","39","10","20","10","5","5","0","0","Yolanda Santana López","Contadora"
"4048","Municipios","2014-2015","Municipio de Maricao","2016-02-19T00:00:00.000","2016-02-19T00:00:00.000","1","40","25","36","20","10","4","45","20","0","0","11","12","5","7","0","0","3","4","0","0","0","0","2","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","3","0","4","3","0","0","2","0","0","0","0","0","5","3","0","0","0","0","0","0","34","11","0","0","13","3","18","7","0","0","3","1","0","0","0","0","0","0","0","0","13","8","0","0","3","2","7","9","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","2","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","105","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","28","20","18","33","20","32","18","18","13","1","0","0","1","0","0","0","0","0","0","15","10","33","24","29","25","39","10","20","10","5","5","0","0","Yolanda Santana López","Contadora"
"4048","Municipios","2012-2013","Municipio de Maricao","2014-04-15T00:00:00.000","2014-04-15T00:00:00.000","1","45","30","42","25","16","5","50","25","0","0","13","14","5","7","0","0","3","4","0","0","0","0","2","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","3","0","4","3","0","0","2","0","0","0","0","0","5","3","0","0","0","0","0","0","34","10","0","0","13","3","18","7","0","0","3","0","0","0","0","0","0","0","0","0","16","18","0","0","3","2","16","13","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","108","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","28","20","18","35","20","32","20","20","15","1","0","0","1","0","0","0","0","0","0","15","10","35","28","30","25","40","10","25","15","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"4049","Municipios","2013-2014","Municipio de Maunabo","2015-02-09T00:00:00.000","2015-02-09T00:00:00.000","1","0","0","89","103","24","19","56","75","0","0","1","2","4","11","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","0","0","23","14","11","9","9","2","0","0","1","1","2","2","0","0","0","0","0","0","0","0","113","35","0","0","66","63","0","0","9","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","205","148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","80","48","54","35","38","25","28","16","12","3","2","0","0","0","0","0","0","0","0","92","46","75","43","46","35","37","2","12","3","0","0","0","0","Emilys L. Rosa Santell","Directora de Recursos Humanos"
"4049","Municipios","2014-2015","Municipio de Maunabo","2016-02-08T00:00:00.000","2016-02-08T00:00:00.000","1","0","0","91","116","18","26","56","66","12","11","1","2","4","11","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","45","36","0","0","3","0","34","19","12","0","5","8","0","0","0","0","0","0","0","0","43","38","0","0","3","0","34","35","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","169","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","23","18","22","24","20","23","15","10","22","10","9","2","0","47","33","25","18","0","0","72","48","36","29","49","38","29","14","15","11","0","0","0","0","Emilys L. Rosa Santell","Directora de Recursos Humanos"
"4049","Municipios","2012-2013","Municipio de Maunabo","2014-01-29T00:00:00.000","2014-02-04T00:00:00.000","1","0","0","128","120","33","42","65","86","0","0","5","2","4","11","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","3","3","0","0","0","1","0","0","0","0","19","23","0","0","13","16","2","1","0","4","1","5","0","0","0","0","0","0","62","58","0","0","3","1","47","63","0","0","0","1","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","7","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201","221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","30","24","29","29","45","24","14","6","7","9","8","1","1","0","0","0","0","0","0","75","42","68","37","42","28","32","26","12","10","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"4050","Municipios","2013-2014","Municipio de Mayagüez","2015-03-13T00:00:00.000","2015-03-16T00:00:00.000","1","0","0","201","189","51","2","127","94","0","0","1","10","22","80","0","0","0","3","0","0","0","0","3","3","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","17","17","0","0","5","3","0","0","0","1","12","9","0","2","0","2","0","0","103","76","333","345","113","38","265","220","7","2","12","25","35","123","1","3","3","10","0","0","19","1","0","1","5","0","14","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","15","1","0","1","0","0","3","0","0","0","0","16","17","0","0","31","11","0","0","1","1","0","0","3","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","521","409","136","142","9","60","3","12","4","2","2","4","0","3","1","0","0","0","0","0","228","149","129","151","130","121","45","70","62","85","56","29","14","10","11","15","1","2","0","0","28","15","111","89","177","148","180","219","148","123","29","32","3","6","Héctor Luis Rodríguez Valentín","Supervisor de Nóminas"
"4050","Municipios","2014-2015","Municipio de Mayagüez","2016-02-26T00:00:00.000","2016-02-26T00:00:00.000","1","0","0","187","188","48","3","123","92","0","0","1","10","15","80","0","0","0","3","0","0","0","0","3","3","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","17","18","0","0","5","3","0","0","0","1","12","10","0","2","0","2","0","0","115","82","327","334","106","35","279","216","7","2","12","27","34","122","2","3","2","11","0","0","5","2","0","0","2","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","30","1","0","1","1","0","0","0","0","0","0","17","27","0","0","7","4","0","0","2","3","0","0","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","504","402","136","140","8","65","3","13","5","0","3","5","0","2","0","0","0","0","0","0","231","154","121","145","123","119","44","71","61","83","53","28","14","9","11","15","1","3","0","0","34","18","104","91","170","147","176","217","144","119","28","29","3","6","Héctor Luis Rodríguez Valentín","Supervisor de Nóminas"
"4050","Municipios","2015-2016","Municipio de Mayagüez","2017-01-27T00:00:00.000","2017-01-27T00:00:00.000","1","0","0","184","177","66","9","102","83","0","0","1","9","15","72","0","0","0","4","0","0","0","0","2","3","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","17","17","0","0","4","3","0","0","0","1","12","8","0","1","1","2","0","2","102","81","349","368","151","69","249","191","1","2","13","30","31","141","2","2","3","13","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","58","0","0","2","0","4","0","0","0","0","0","23","9","0","0","11","3","0","1","8","7","0","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","504","412","129","115","10","93","4","17","6","3","1","4","0","2","1","0","0","0","0","0","219","179","111","124","115","97","60","82","52","97","59","38","22","14","13","12","4","3","0","0","26","17","100","91","156","156","175","200","157","143","37","33","4","6","Héctor Luis Rodríguez Valentín","Supervisor de Nóminas"
"4050","Municipios","2012-2013","Municipio de Mayagüez",,,,"0","0","244","218","77","3","145","108","0","0","2","11","20","93","0","0","0","3","0","0","0","0","4","4","0","0","2","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","18","18","1","0","5","3","0","0","0","1","11","10","0","0","1","2","0","2","85","83","325","350","113","43","249","236","0","0","11","25","32","118","0","1","4","10","1","0","21","1","0","0","6","0","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64","27","2","1","1","3","9","7","0","0","0","0","15","42","0","0","17","20","0","0","23","11","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","540","439","137","174","8","44","4","11","4","0","2","4","0","3","1","0","1","0","0","0","214","171","157","162","101","103","59","100","66","81","64","28","21","16","15","14","0","0","0","0","32","13","110","108","166","146","190","242","160","128","35","33","4","5","NULL","Instituto de Estadísticas de Puerto Rico"
"4051","Municipios","2013-2014","Municipio de Moca","2015-01-20T00:00:00.000","2015-01-21T00:00:00.000","1","0","0","186","82","43","0","116","24","0","12","7","16","17","27","0","0","3","3","0","0","0","0","6","3","0","0","1","1","0","0","1","0","1","5","0","0","0","0","0","0","0","0","7","6","0","0","0","3","0","0","0","0","5","3","0","0","1","1","0","0","0","0","9","7","0","0","6","4","0","0","1","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","3","0","0","0","0","8","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","24","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","198","75","13","13","6","8","1","1","2","1","0","1","0","0","0","0","1","0","0","0","53","35","37","14","43","12","31","15","26","7","12","7","10","7","5","2","3","1","0","0","3","0","31","20","52","36","55","33","41","20","18","5","4","2","Aileen Morales Hernandez","Oficial de Asistencias y Licencias"
