"numero_de_contrato","entidad","contratista","cuantia","fecha_de_otorgamiento","vigente_desde","vigente_hasta","vigencia_en_meses","tipo_de_servicio","categoria_de_servicio","estatus","funcionario_firmante","otorgado_en_pr","otorgado_en","esta_rescindido","es_privatizacion"
"(4075) 2013-000072-A","Municipio de Vieques","TORRES SANES, DIANA","1914","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","VICTOR M EMERIC CATARINEAU, ALCALDE","true","VIEQUES","false",
"(4075) 2014-000027-A","Municipio de Vieques","CECILIO TORRES, IDALIA","3300","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","VICTOR M EMERIC CATARINEAU, ALCALDE","true","VIEQUES","false",
"(4075) 2014-000031","Municipio de Vieques","PERFECT ELECTRIC SERVICES & CONTRACTOR INC.","47840","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-11-13T00:00:00.000","1.45","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","VICTOR M EMERIC CATARINEAU, ALCALDE","true","VIEQUES","false",
"(4075) 2014-000032","Municipio de Vieques","FLORES OSORIO, OTIS","10422","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-06-30T00:00:00.000","8.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","VICTOR M EMERIC CATARINEAU, ALCALDE","true","VIEQUES","false",
"(4075) 2014-000033","Municipio de Vieques","TORRES ROSADO, JULIO C.","10422","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-06-30T00:00:00.000","8.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","VICTOR M EMERIC CATARINEAU, ALCALDE","true","VIEQUES","false",
"(4075) 2014-000034","Municipio de Vieques","PENZORT RODRÍGUEZ, JOSÉ R.","9900","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-06-30T00:00:00.000","8.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","VICTOR M EMERIC CATARINEAU, ALCALDE","true","VIEQUES","false",
"(4072) 2013-000096-A","Municipio de Utuado","SOFSCAPE CARIBE INC.","1749.99","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","COMPRA DE MATERIALES,MEDICINAS Y COMBUSTIBLE","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","HON. ERNESTO IRIZARRY SALVA, ALCALDE DE UTUADO","true","UTUADO","false",
"(4072) 2013-000098-A","Municipio de Utuado","JUAN SUAREZ, INC.","1458.24","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","COMPRA DE MATERIALES,MEDICINAS Y COMBUSTIBLE","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","HON. ERNESTO IRIZARRY SALVA, ALCALDE DE UTUADO","true","UTUADO","false",
"(4070) 2013-000428-B","Municipio de Toa Baja","DAVID SANTOS QUILES","649","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-10-01T00:00:00.000","12.03","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","Anibal Vega Borges, Alcalde","true","TOA BAJA","false",
"(4070) 2014-000158-A","Municipio de Toa Baja","DOCUMENT CONTROL SYSTEMS PROCESSING, INC.","349","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","Sra. Leslies Centeno Rodríguez, Ayudante Especial","true","TOA BAJA","false",
"(4070) 1997-000215-U","Municipio de Toa Baja","CARLOS D. AYALA","467","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-10-01T00:00:00.000","12.03","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","Anibal Vega Borges, Alcalde","true","TOA BAJA","false",
"(4070) 2012-000200-B","Municipio de Toa Baja","LUZ C. OYOLA GARCIA","471","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-10-01T00:00:00.000","12.03","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","Anibal Vega Borges, Alcalde","true","TOA BAJA","false",
"(1407) 2012-004870-B","Oficina del Comisionado de Asuntos Municipales","MUNICIPIO AUTÓNOMO DE CIALES","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-12-31T00:00:00.000","3.06","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","Carlos M. Santini Rodriguez, Lcdo., Comisionado de la Oficina del Comisionado de Asunt","false","SAN JUAN","false",
"(1407) 2012-004872-B","Oficina del Comisionado de Asuntos Municipales","MUNICIPIO DE JUNCOS","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-12-31T00:00:00.000","3.06","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","Carlos M. Santini Rodriguez, Lcdo., Comisionado de la Oficina del Comisionado de Asunt","false","SAN JUAN","false",
"(1407) 2012-004873-B","Oficina del Comisionado de Asuntos Municipales","PROGRAMA HEAD  START","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-12-31T00:00:00.000","3.06","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","Carlos M. Santini Rodriguez, Lcdo., Comisionado de la Oficina del Comisionado de Asunt","false","SAN JUAN","false",
"(1407) 2012-004874-B","Oficina del Comisionado de Asuntos Municipales","MUNICIPIO DE MAUNABO","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-12-31T00:00:00.000","3.06","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","Carlos M. Santini Rodriguez, Lcdo., Comisionado de la Oficina del Comisionado de Asunt","false","SAN JUAN","false",
"(1407) 2012-004875-B","Oficina del Comisionado de Asuntos Municipales","MUNICIPIO AUTÓNOMO DE OROCOVIS","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-12-31T00:00:00.000","3.06","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","Carlos M. Santini Rodriguez, Lcdo., Comisionado de la Oficina del Comisionado de Asunt","false","SAN JUAN","false",
"(4068) 2013-000728-C","Municipio de Santa Isabel","NILSA D. DELGADO RANGEL","1227.28","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-10-31T00:00:00.000","1.05","SERVICIOS RELACIONADOS CON LA SALUD","SERVICIOS RELACIONADOS CON LA SALUD","Aceptado","Enrique H. Questell Alvarado, Alcalde","true","SANTA ISABEL","false",
"(4065) 2014-001231","Municipio de San Juan","LANDFILL TECHNOLOGIES CORP","557281.79","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-06-30T00:00:00.000","8.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","MAGDIEL I. PEREZ GONZALEZ, SECRETARIO MUNICIPAL","true","SAN JUAN","false",
"(4065) 2014-001232","Municipio de San Juan","E.C. WASTE, INC. H/N/C WASTE MANAGEMENT DE PUERTO","92352","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","MAGDIEL I. PEREZ GONZALEZ, SECRETARIO MUNICIPAL","true","SAN JUAN","false",
"(4065) 2014-001233","Municipio de San Juan","E.C. WASTE, INC. H/N/C WASTE MANAGEMENT DE PUERTO","5400000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-06-30T00:00:00.000","8.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","MAGDIEL I. PEREZ GONZALEZ, SECRETARIO MUNICIPAL","true","SAN JUAN","false",
"(4065) 2014-001234","Municipio de San Juan","CONSOLIDATED WASTE SERVICES CORP.","235000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","MAGDIEL I. PEREZ GONZALEZ, SECRETARIO MUNICIPAL","true","SAN JUAN","false",
"(4065) 2014-001235","Municipio de San Juan","CONSOLIDATED WASTE SERVICES CORP.","11598429","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-06-30T00:00:00.000","8.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","MAGDIEL I. PEREZ GONZALEZ, SECRETARIO MUNICIPAL","true","SAN JUAN","false",
"(1407) 2010-003400-F","Oficina del Comisionado de Asuntos Municipales","Municipio de Lares","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-03-31T00:00:00.000","6.02","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","Carlos M. Santini Rodriguez, Lcdo., Comisionado de la Oficina del Comisionado de Asunt","false","SAN JUAN","false",
"(1407) 2011-004104-B","Oficina del Comisionado de Asuntos Municipales","Municipio de Moca","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-03-31T00:00:00.000","6.02","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","Carlos M. Santini Rodriguez, Lcdo., Comisionado de la Oficina del Comisionado de Asunt","false","SAN JUAN","false",
"(4037) 2014-000173","Municipio de Isabela","LA JUNTA DE PLANIFICACION DE P. R.","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-12-31T00:00:00.000","15.06","ACUERDOS NO FINANCIEROS","ACUERDOS NO FINANCIEROS","Aceptado","CARLOS O. DELGADO ALTIERI, ALCALDE","false","ADJUNTAS","false",
"(4044) 2014-000056-A","Municipio de Las Piedras","INTEGRATED EMERGENCY MEDICAL SERVICES & MGMT OF LA","510000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS RELACIONADOS CON LA SALUD","SERVICIOS RELACIONADOS CON LA SALUD","Aceptado","Miguel A. Lopez Rivera, Alcalde","true","LAS PIEDRAS","false",
"(4038) 2014-000016-A","Municipio de Jayuya","MORALES  TORRES JOHANNA","3360","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-11-30T00:00:00.000","2.01","SERVICIOS DE CONSULTORIA ADMINISTRATIVA","SERVICIOS DE CONSULTORIA","Aceptado","ALICIA ALFONZO REYES, AYUDANTE DEL ALCALDE","true","JAYUYA","false",
"(4038) 2014-000175-A","Municipio de Jayuya","GOMEZ CORDOBA GERARDO","6350","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIOS RELACIONADOS CON LA SALUD","SERVICIOS RELACIONADOS CON LA SALUD","Aceptado","ALICIA ALFONZO REYES, AYUDANTE DEL ALCALDE","true","JAYUYA","false",
"(4038) 2014-000176-A","Municipio de Jayuya","GOMEZ CORDOBA GERARDO","4371","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIOS RELACIONADOS CON LA SALUD","SERVICIOS RELACIONADOS CON LA SALUD","Aceptado","ALICIA ALFONZO REYES, AYUDANTE DEL ALCALDE","true","JAYUYA","false",
"(4038) 2014-000210-A","Municipio de Jayuya","GOMEZ CORDOBA GERARDO","6000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIOS RELACIONADOS CON LA SALUD","SERVICIOS RELACIONADOS CON LA SALUD","Aceptado","ALICIA ALFONZO REYES, AYUDANTE DEL ALCALDE","true","JAYUYA","false",
"(4016) 2014-000515","Municipio de Carolina","COOPERATIVA TORRES DE CAROLINA","4656","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4023) 2014-000202","Municipio de Comerío","TAMARA K. PEREZ AYALA","1320","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","JOSE A. SANTIAGO RIVERA, ALCALDE","true","COMERÍO","false",
"(4027) 2014-000244","Municipio de Fajardo","SAGA ENGINEERING, INC.","4000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-01T00:00:00.000","2.04","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","Aníbal Meléndez Rivera, Alcalde","true","FAJARDO","false",
"(4027) 2014-000245","Municipio de Fajardo","ESTRADA ORTIZ, GUILLERMO","50","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","0.03","VENTA DE INMUEBLE","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","Aníbal Meléndez Rivera, Alcalde","true","FAJARDO","false",
"(4012) 2014-000008-B","Municipio de Cabo Rojo","Lcdo. Carlos W. Lamboy Santiago CSP","6500","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIOS LEGALES","SERVICIOS PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000009-A","Municipio de Cabo Rojo","LCDO. FERNANDO SEPULVEDA SILVA","6500","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIOS LEGALES","SERVICIOS PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000125","Municipio de Cabo Rojo","MADELINE SEPULVEDA RUIZ","16950","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000126","Municipio de Cabo Rojo","RAMON VELEZ PEREZ","12000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000127","Municipio de Cabo Rojo","CARMEN LUGO LUGO","12000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000128","Municipio de Cabo Rojo","WANDA I. MAYA PADILLA","13470","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000129","Municipio de Cabo Rojo","MILAGROS RODRIGUEZ JUSINO","6290","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000130","Municipio de Cabo Rojo","SOL M. PEREZ RIVERA","9430","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000151","Municipio de Cabo Rojo","GUILLERMO NEGRON RUIZ","15594","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000152","Municipio de Cabo Rojo","AILEEN ROMAN PEREZ","18890","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4011) 2014-000219-A","Municipio de Bayamón","CONSTRUCCIONES SILVA","44400","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000220-A","Municipio de Bayamón","ANGEL L. RAMOS FALC&#211;N/HNC TRANSPORTE RAMOS","24720","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000221-A","Municipio de Bayamón","ANGEL L. RAMOS FALC&#211;N/HNC TRANSPORTE RAMOS","24720","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000222-A","Municipio de Bayamón","JEROD, INC.","30720","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000223-A","Municipio de Bayamón","JEROD, INC.","30720","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000224-A","Municipio de Bayamón","JEROD, INC.","27720","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000225-A","Municipio de Bayamón","JEROD, INC.","30600","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000226-A","Municipio de Bayamón","JEROD, INC.","24120","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4062) 2013-000560-Z","Municipio de Sabana Grande","ALMODOVAR MARTINEZ, ROBERTO","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","0.03","RESCISION DE CONTRATOS","RESCISION DE CONTRATOS","Aceptado","HON. MIGUEL G. ORTIZ VELEZ, ALCALDE","true","SABANA GRANDE","true",
"(4011) 2014-000227-A","Municipio de Bayamón","JEROD, INC.","24720","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000228-A","Municipio de Bayamón","BOU MAINTANANCE SERVICE CORP.","23520","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000229-A","Municipio de Bayamón","BOU MAINTANANCE SERVICE CORP.","27720","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000316-A","Municipio de Bayamón","TEEN CHALLENG, INC.","156000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000318-A","Municipio de Bayamón","JEROD, INC.","30600","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000340-A","Municipio de Bayamón","CENTRO DE TRANSFORMACIÓN SOCIAL CRISTIANO, INC.","39000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(4011) 2014-000351-A","Municipio de Bayamón","CENTRO TRANSFORMADOS POR SU PRESENCIA, INC.","39000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","ENRIQUE FIGUEROA ROMANACCE, REPRESENTANTE AUTORIZADO DEL ALCALDE","true","BAYAMÓN","false",
"(3195) 2014-000066","Corporación de la Orquesta Sinfónica de Puerto Rico","CYNTHIA CARTAGENA QUIÑONES","3000","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-06-30T00:00:00.000","9.01","SERV. PUBLICIDAD, REPRESENTACION O ARTISTICOS","SERVICIOS DE PUBLICIDAD, DE REPRESENTACION","Aceptado","Melissa M. Santana Frasqueri, Directora Ejecutiva","true","SAN JUAN","false",
"(3190) 2014-000195","Instituto de Cultura Puertorriqueña","E.C. WASTE, INC. H/N/C WASTE MANAGEMENT DE PUERTO","10278","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-06-30T00:00:00.000","8.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","Lilliana Ramos Collado, Directora Ejecutiva","true","SAN JUAN","false",
"(3180) 2014-000413","Compañía de Fomento Industrial de Puerto Rico","RACHID DARBALI ZAMORA","3200","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-05-31T00:00:00.000","8.02","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","JORGE ESCALERA MUÑOZ, AYUDANTE EJECUTIVO DE LA OFICINA DE DESARROLLO ORG","true","SAN JUAN","false",
"(3099) 2014-000237","Compañía de Comercio y Exportación de Puerto Rico","PEPSICO CARIBBEAN INC.","31799.04","2013-09-30T00:00:00.000","2013-09-01T00:00:00.000","2015-08-31T00:00:00.000","24","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","LCDA. AGNES CRESPO QUINTANA, SUBDIRECTORA EJECUTIVA","true","SAN JUAN","false",
"(4065) 2014-B00028-A","Municipio de San Juan","EMPRESAS DE GAS COMPANY INC","22000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","MAGDIEL I. PEREZ GONZALEZ, SECRETARIO MUNICIPAL","true","SAN JUAN","false",
"(4052) 2014-000108","Municipio de Morovis","MARTA SOTO TORRES","25","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-10-04T00:00:00.000","0.16","OFRECER EQUIPO EN ALQUILER","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","Heriberto Rodríguez Adorno, Alcalde","true","MOROVIS","false",
"(4052) 2014-000109","Municipio de Morovis","JUAN ORTIZ MARRERO","48","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","0.07","OFRECER EQUIPO EN ALQUILER","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","Heriberto Rodríguez Adorno, Alcalde","true","MOROVIS","false",
"(4052) 2014-000110","Municipio de Morovis","ORLANDO RIVERA MALDONADO","25","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-10-04T00:00:00.000","0.16","OFRECER EQUIPO EN ALQUILER","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","Heriberto Rodríguez Adorno, Alcalde","true","MOROVIS","false",
